Category,Sub Category,Title,Description,Quantity,Type,Price,Shipping Profile,Offerable,Hazmat,Condition,Cost Per Item,SKU,Image URL 1,Image URL 2,Image URL 3,Image URL 4,Image URL 5,Image URL 6,Image URL 7,Image URL 8
Trading Card Games,Magic: The Gathering,Illusionist's Bracers (Foil),"Set: Ravnica Remastered • Rarity: Rare • Language: En • Type: Artifact — Equipment • Mana Cost: {2} • Text: Whenever an ability of equipped creature is activated, if it isn't a mana ability, copy that ability. You may choose new targets for the copy. Equip {3}",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/d/9dd8d940-a973-4469-bf78-90318d98f3ab.jpg?1702429773,,,,,,,
Trading Card Games,Magic: The Gathering,Jacked Rabbit (Non-Foil),"Set: Bloomburrow Commander • Rarity: Rare • Language: En • Type: Creature — Rabbit Warrior • Mana Cost: {X}{1}{W} • Text: Ravenous (This creature enters with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.) Whenever this creature attacks, create a number of 1/1 white Rabbit creature tokens equal to this creature's power.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/e/7/e732176f-faff-4b0e-9a4a-12d6b011be82.jpg?1726442240,,,,,,,
Trading Card Games,Magic: The Gathering,Mockingbird (Foil),"Set: Bloomburrow • Rarity: Rare • Language: En • Type: Creature — Bird Bard • Mana Cost: {X}{U} • Text: Flying You may have this creature enter as a copy of any creature on the battlefield with mana value less than or equal to the amount of mana spent to cast this creature, except it's a Bird in addition to its other types and it has flying.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/d/ade32396-8841-4ba4-8852-d11146607f21.jpg?1722388218,,,,,,,
Trading Card Games,Magic: The Gathering,Nature's Claim (Non-Foil),Set: Time Spiral Remastered • Rarity: Special • Language: En • Type: Instant • Mana Cost: {G} • Text: Destroy target artifact or enchantment. Its controller gains 4 life.,1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/f/0faca514-b7f3-4d34-a259-d03bad50611b.jpg?1619402115,,,,,,,
Trading Card Games,Magic: The Gathering,Nexus of Becoming (Foil),"Set: The Big Score • Rarity: Mythic • Language: En • Type: Artifact • Mana Cost: {6} • Text: At the beginning of combat on your turn, draw a card. Then you may exile an artifact or creature card from your hand. If you do, create a token that's a copy of the exiled card, except it's a 3/3 Golem artifact creature in addition to its other types.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/d/b/dbb8d780-ed74-4084-ac3b-245af39d00da.jpg?1712353362,,,,,,,
Trading Card Games,Magic: The Gathering,Quilled Greatwurm (Non-Foil),"Set: Foundations • Rarity: Mythic • Language: En • Type: Creature — Wurm • Mana Cost: {4}{G}{G} • Text: Trample Whenever a creature you control deals combat damage during your turn, put that many +1/+1 counters on it. (It must survive to get the counters.) You may cast this card from your graveyard by removing six counters from among creatures you control in addition to paying its other costs.",2,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/1/31b60531-3d33-4e66-923a-29008716b15c.jpg?1730489009,,,,,,,
Trading Card Games,Magic: The Gathering,Ravenous Chupacabra (Foil),"Set: Secret Lair Drop • Rarity: Rare • Language: En • Type: Creature — Beast Horror • Mana Cost: {2}{B}{B} • Text: When this creature enters, destroy target creature an opponent controls.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/9/f9a7f2f0-3c12-4dba-975e-26d01f3f9c0d.jpg?1727568322,,,,,,,
Trading Card Games,Magic: The Gathering,Reiterate (Non-Foil),"Set: Time Spiral Remastered • Rarity: Rare • Language: En • Type: Instant • Mana Cost: {1}{R}{R} • Text: Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.) Copy target instant or sorcery spell. You may choose new targets for the copy.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/9/99302c41-434f-41ff-a61a-2c3681a0c135.jpg?1619397418,,,,,,,
Trading Card Games,Magic: The Gathering,Sapphire Medallion (Foil),Set: Commander Masters • Rarity: Rare • Language: En • Type: Artifact • Mana Cost: {2} • Text: Blue spells you cast cost {1} less to cast.,1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/e/d/ed34e8de-d63a-4e4f-b9d4-80f66bb20641.jpg?1689999788,,,,,,,
Trading Card Games,Magic: The Gathering,Snow-Covered Island (Non-Foil),Set: Mystery Booster 2 • Rarity: Common • Language: En • Type: Basic Snow Land — Island • Text: ({T}: Add {U}.),1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/1/6/16eb4c0a-962a-4df9-8101-a6baabfa80db.jpg?1723228313,,,,,,,
Trading Card Games,Magic: The Gathering,"Sorin, Imperious Bloodlord (Non-Foil)","Set: Innistrad Remastered • Rarity: Mythic • Language: En • Type: Legendary Planeswalker — Sorin • Mana Cost: {2}{B} • Text: +1: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it. +1: You may sacrifice a Vampire. When you do, Sorin deals 3 damage to any target and you gain 3 life. −3: You may put a Vampire creature card from your hand onto the battlefield.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/2/1/219d3e48-e0b1-472d-ac45-11c14b292c9e.jpg?1736468052,,,,,,,
Trading Card Games,Magic: The Gathering,Sundown Pass (Foil),Set: Innistrad Remastered • Rarity: Rare • Language: En • Type: Land • Text: This land enters tapped unless you control two or more other lands. {T}: Add {R} or {W}.,1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/1/2/12ca1b4f-3e98-4ad4-93fe-c4c2de09aa58.jpg?1736468697,,,,,,,
Trading Card Games,Magic: The Gathering,The Infamous Cruelclaw (Foil),"Set: Bloomburrow • Rarity: Mythic • Language: En • Type: Legendary Creature — Weasel Mercenary • Mana Cost: {1}{B}{R} • Text: Menace Whenever The Infamous Cruelclaw deals combat damage to a player, exile cards from the top of your library until you exile a nonland card. You may cast that card by discarding a card rather than paying its mana cost.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/d/7/d7fc26a7-f47e-44d7-a42b-b5415fc86f8f.jpg?1721427788,,,,,,,
Trading Card Games,Magic: The Gathering,Up the Beanstalk (Foil),"Set: Wilds of Eldraine • Rarity: Uncommon • Language: En • Type: Enchantment • Mana Cost: {1}{G} • Text: When this enchantment enters and whenever you cast a spell with mana value 5 or greater, draw a card.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/2/d/2d5e991f-23b2-4db0-a452-7755125b1fd2.jpg?1710276532,,,,,,,
Trading Card Games,Magic: The Gathering,Volatile Stormdrake (Foil),"Set: Modern Horizons 3 • Rarity: Rare • Language: En • Type: Creature — Drake • Mana Cost: {1}{U} • Text: Flying, hexproof from activated and triggered abilities When this creature enters, exchange control of this creature and target creature an opponent controls. If you do, you get {E}{E}{E}{E}, then sacrifice that creature unless you pay an amount of {E} equal to its mana value.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/c/ac5fb32c-6348-4d39-8d74-b345452b3875.jpg?1717014781,,,,,,,
Trading Card Games,Magic: The Gathering,Witch's Oven (Foil),"Set: Secret Lair Drop • Rarity: Rare • Language: En • Type: Artifact • Mana Cost: {1} • Text: {T}, Sacrifice a creature: Create a Food token. If the sacrificed creature's toughness was 4 or greater, create two Food tokens instead. (They're artifacts with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/1/5/1546013b-89d7-46b8-bfcb-9d150a50499f.jpg?1739790401,,,,,,,
Trading Card Games,Magic: The Gathering,Wrath of the Skies (Non-Foil),"Set: Modern Horizons 3 • Rarity: Rare • Language: En • Type: Sorcery • Mana Cost: {X}{W}{W} • Text: You get X {E} (energy counters), then you may pay any amount of {E}. Destroy each artifact, creature, and enchantment with mana value less than or equal to the amount of {E} paid this way.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/7/3/7325714a-bd27-4215-9826-3785089ffa23.jpg?1717014719,,,,,,,
Trading Card Games,Magic: The Gathering,Rot-Curse Rakshasa (Foil),"Set: Tarkir: Dragonstorm • Rarity: Mythic • Language: En • Type: Creature — Demon • Mana Cost: {1}{B} • Text: Trample Decayed (This creature can't block. When it attacks, sacrifice it at end of combat.) Renew — {X}{B}{B}, Exile this card from your graveyard: Put a decayed counter on each of X target creatures. Activate only as a sorcery.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/c/d/cd34da53-1a96-4f06-aaf6-e70581de112d.jpg?1743205334,,,,,,,
Trading Card Games,Magic: The Gathering,"Ureni, the Song Unending (Foil)","Set: Tarkir: Dragonstorm • Rarity: Mythic • Language: En • Type: Legendary Creature — Spirit Dragon • Mana Cost: {5}{G}{U}{R} • Text: Flying, protection from white and from black When Ureni enters, it deals X damage divided as you choose among any number of target creatures and/or planeswalkers your opponents control, where X is the number of lands you control.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/2/2/227802c0-4ff6-43a8-a850-ed0f546dc5ac.jpg?1743204921,,,,,,,
Trading Card Games,Magic: The Gathering,Will of the Jeskai (Non-Foil),"Set: Tarkir: Dragonstorm Commander • Rarity: Rare • Language: En • Type: Sorcery • Mana Cost: {3}{R} • Text: Choose one. If you control a commander as you cast this spell, you may choose both instead. • Each player may discard their hand and draw five cards. • Each instant and sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/e/3ef5e587-8b80-4ea9-9788-367541101ecc.jpg?1743205996,,,,,,,
Trading Card Games,Magic: The Gathering,Rot-Curse Rakshasa (Foil),"Set: Tarkir: Dragonstorm • Rarity: Mythic • Language: En • Type: Creature — Demon • Mana Cost: {1}{B} • Text: Trample Decayed (This creature can't block. When it attacks, sacrifice it at end of combat.) Renew — {X}{B}{B}, Exile this card from your graveyard: Put a decayed counter on each of X target creatures. Activate only as a sorcery.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/1/31276460-fa9d-47da-85c5-c4baa8074d0d.jpg?1743204311,,,,,,,
Trading Card Games,Magic: The Gathering,"Karn, Scion of Urza (Foil)","Set: Secret Lair Drop • Rarity: Mythic • Language: En • Type: Legendary Planeswalker — Karn • Mana Cost: {4} • Text: +1: Reveal the top two cards of your library. An opponent chooses one of them. Put that card into your hand and exile the other with a silver counter on it. −1: Put a card you own with a silver counter on it from exile into your hand. −2: Create a 0/0 colorless Construct artifact creature token with ""This token gets +1/+1 for each artifact you control.""",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/b/8/b8c7572e-4547-4ab5-b335-7d31de657cc6.jpg?1739618435,,,,,,,
Trading Card Games,Magic: The Gathering,"Zariel, Archduke of Avernus (Non-Foil)","Set: Adventures in the Forgotten Realms • Rarity: Mythic • Language: En • Type: Legendary Planeswalker — Zariel • Mana Cost: {2}{R}{R} • Text: +1: Creatures you control get +1/+0 and gain haste until end of turn. 0: Create a 1/1 red Devil creature token with ""When this token dies, it deals 1 damage to any target."" −6: You get an emblem with ""At the end of the first combat phase on your turn, untap target creature you control. After this phase, there is an additional combat phase.""",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/6/a/6ad8828d-96b8-432f-bcee-3a60b6ef1270.jpg?1627769253,,,,,,,
Trading Card Games,Magic: The Gathering,Divine Visitation (Non-Foil),"Set: Ravnica Remastered • Rarity: Mythic • Language: En • Type: Enchantment • Mana Cost: {3}{W}{W} • Text: If one or more creature tokens would be created under your control, that many 4/4 white Angel creature tokens with flying and vigilance are created instead.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/5/a5588402-fa0f-4d98-91a4-869180ba490e.jpg?1702430629,,,,,,,
Trading Card Games,Magic: The Gathering,Star Whale (Foil),"Set: Doctor Who • Rarity: Uncommon • Language: En • Type: Creature — Alien Whale • Mana Cost: {6}{U}{U} • Text: Flying, vigilance Other creatures you control have ward {2}. Suspend 6—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with six time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost. It has haste.)",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/2/82dca4c3-efd6-4b6b-ac49-5a916135a592.jpg?1696636584,,,,,,,
Trading Card Games,Magic: The Gathering,"Flubs, the Fool (Foil)","Set: Bloomburrow Commander • Rarity: Mythic • Language: En • Type: Legendary Creature — Frog Scout • Mana Cost: {G}{U}{R} • Text: You may play an additional land on each of your turns. Whenever you play a land or cast a spell, draw a card if you have no cards in hand. Otherwise, discard a card.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/4/1/41e58eb8-e5b9-4ef6-be1f-00e28cebb998.jpg?1722441006,,,,,,,
Trading Card Games,Magic: The Gathering,Witch Enchanter // Witch-Blessed Meadow (Non-Foil),Set: Modern Horizons 3 • Rarity: Uncommon • Language: En • Type: Creature — Human Warlock // Land • Text: No rules text.,2,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/6/2/62061e7c-cf19-4f03-b8fa-2bdba62d6b0b.jpg?1717013161,,,,,,,
Trading Card Games,Magic: The Gathering,Proft's Eidetic Memory (Non-Foil),"Set: Murders at Karlov Manor • Rarity: Rare • Language: En • Type: Legendary Enchantment • Mana Cost: {1}{U} • Text: When Proft's Eidetic Memory enters, draw a card. You have no maximum hand size. At the beginning of combat on your turn, if you've drawn more than one card this turn, put X +1/+1 counters on target creature you control, where X is the number of cards you've drawn this turn minus one.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/3/a3472756-0305-4567-b425-f7dbf9b3cc7f.jpg?1706242737,,,,,,,
Trading Card Games,Magic: The Gathering,Seachrome Coast (Non-Foil),Set: Scars of Mirrodin • Rarity: Rare • Language: En • Type: Land • Text: This land enters tapped unless you control two or fewer other lands. {T}: Add {W} or {U}.,1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/9/99939b90-e88c-4c2f-ba78-56d455611703.jpg?1562820718,,,,,,,
Trading Card Games,Magic: The Gathering,Entish Restoration (Foil),"Set: The Lord of the Rings: Tales of Middle-earth • Rarity: Uncommon • Language: En • Type: Instant • Mana Cost: {2}{G} • Text: Sacrifice a land. Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle. If you control a creature with power 4 or greater, instead search your library for up to three basic land cards, put them onto the battlefield tapped, then shuffle.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/8/98990c29-45ce-4d91-91a0-f2122c5f7ac6.jpg?1695448532,,,,,,,
Trading Card Games,Magic: The Gathering,Tempt with Discovery (Foil),"Set: Tales of Middle-earth Commander • Rarity: Uncommon • Language: En • Type: Sorcery • Mana Cost: {3}{G} • Text: Tempting offer — Search your library for a land card and put it onto the battlefield. Each opponent may search their library for a land card and put it onto the battlefield. For each opponent who searches a library this way, search your library for a land card and put it onto the battlefield. Then each player who searched a library this way shuffles.",1,Buy it Now,5,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/7/8/787ac088-2b9a-4449-80b4-7de4a6812250.jpg?1695455066,,,,,,,
Trading Card Games,Magic: The Gathering,Archivist of Oghma (Non-Foil),"Set: The List • Rarity: Rare • Language: En • Type: Creature — Halfling Cleric • Mana Cost: {1}{W} • Text: Flash Whenever an opponent searches their library, you gain 1 life and draw a card.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/c/9c33f61c-924c-401b-8d50-ebd19f59c3da.jpg?1723434560,,,,,,,
Trading Card Games,Magic: The Gathering,Delay (Non-Foil),"Set: Secret Lair Drop • Rarity: Rare • Language: En • Type: Instant • Mana Cost: {1}{U} • Text: Counter target spell. If the spell is countered this way, exile it with three time counters on it instead of putting it into its owner's graveyard. If it doesn't have suspend, it gains suspend. (At the beginning of its owner's upkeep, they remove a time counter. When the last is removed, they may play it without paying its mana cost. If it's a creature, it has haste.)",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/2/d/2d256283-be94-4a34-805e-fc17503c7fbd.jpg?1723642306,,,,,,,
Trading Card Games,Magic: The Gathering,Caves of Koilos (Non-Foil),Set: Dominaria United • Rarity: Rare • Language: En • Type: Land • Text: {T}: Add {C}. {T}: Add {W} or {B}. This land deals 1 damage to you.,1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/7/3/7328a565-966d-4053-b32b-25bdce031d9f.jpg?1682714382,,,,,,,
Trading Card Games,Magic: The Gathering,Clara Oswald (Foil),"Set: Doctor Who • Rarity: Rare • Language: En • Type: Legendary Creature — Human Advisor • Mana Cost: {6} • Text: Impossible Girl — If Clara Oswald is your commander, choose a color before the game begins. Clara Oswald is the chosen color. If a triggered ability of a Doctor you control triggers, that ability triggers an additional time. Doctor's companion (You can have two commanders if the other is the Doctor.)",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/0/50c0b868-a688-4ccb-97b7-58fd424a7864.jpg?1696637176,,,,,,,
Trading Card Games,Magic: The Gathering,Collected Company (Non-Foil),Set: Mystery Booster 2 • Rarity: Rare • Language: En • Type: Instant • Mana Cost: {3}{G} • Text: Look at the top six cards of your library. Put up to two creature cards with mana value 3 or less from among them onto the battlefield. Put the rest on the bottom of your library in any order.,2,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/4/f41a69ae-a0c4-4053-a795-940d76226e08.jpg?1723223463,,,,,,,
Trading Card Games,Magic: The Gathering,Counterspell (Non-Foil),Set: Strixhaven Mystical Archive • Rarity: Rare • Language: En • Type: Instant • Mana Cost: {U}{U} • Text: Counter target spell.,1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/f/ffdf9d2a-c163-43df-9a2f-20b8749c86ae.jpg?1631491044,,,,,,,
Trading Card Games,Magic: The Gathering,Cryptolith Rite (Non-Foil),"Set: Innistrad Remastered • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {1}{G} • Text: Creatures you control have ""{T}: Add one mana of any color.""",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/c/9/c9accff6-ed4c-484e-ad2c-f8056f0d35e3.jpg?1736468825,,,,,,,
Trading Card Games,Magic: The Gathering,"Derevi, Empyrial Tactician (Foil)","Set: Bloomburrow Commander • Rarity: Rare • Language: En • Type: Legendary Creature — Bird Wizard • Mana Cost: {G}{W}{U} • Text: Flying When Derevi enters and whenever a creature you control deals combat damage to a player, you may tap or untap target permanent. {1}{G}{W}{U}: Put Derevi onto the battlefield from the command zone.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/f/5f538b4e-6ad4-4d30-8699-88bcbde8bf69.jpg?1722384726,,,,,,,
Trading Card Games,Magic: The Gathering,Exemplar of Light (Foil),"Set: Foundations • Rarity: Rare • Language: En • Type: Creature — Angel • Mana Cost: {2}{W}{W} • Text: Flying Whenever you gain life, put a +1/+1 counter on this creature. Whenever you put one or more +1/+1 counters on this creature, draw a card. This ability triggers only once each turn.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/2/920c8fc5-fdd2-446a-a676-5c363f96928f.jpg?1730488630,,,,,,,
Trading Card Games,Magic: The Gathering,"Giada, Font of Hope (Non-Foil)","Set: Foundations • Rarity: Rare • Language: En • Type: Legendary Creature — Angel • Mana Cost: {1}{W} • Text: Flying, vigilance Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control. {T}: Add {W}. Spend this mana only to cast an Angel spell.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/b/0b235e9f-a8a6-45d7-b301-bc6db752dda8.jpg?1730489714,,,,,,,
Trading Card Games,Magic: The Gathering,Guardian of Faith (Non-Foil),"Set: Adventures in the Forgotten Realms • Rarity: Rare • Language: En • Type: Creature — Spirit Knight • Mana Cost: {1}{W}{W} • Text: Flash Vigilance When this creature enters, any number of other target creatures you control phase out. (Treat them and anything attached to them as though they don't exist until their controller's next turn.)",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/8/08e3dda1-a1d3-48c9-8c81-da7eae20ac8a.jpg?1627701793,,,,,,,
Trading Card Games,Magic: The Gathering,Harbinger of the Seas (Non-Foil),Set: Modern Horizons 3 • Rarity: Rare • Language: En • Type: Creature — Merfolk Wizard • Mana Cost: {1}{U}{U} • Text: Nonbasic lands are Islands.,1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/0/00212714-a410-4cbc-bf1c-f90d7d77378c.jpg?1717470489,,,,,,,
Trading Card Games,Magic: The Gathering,Increasing Vengeance (Non-Foil),"Set: Strixhaven Mystical Archive • Rarity: Mythic • Language: En • Type: Instant • Mana Cost: {R}{R} • Text: Copy target instant or sorcery spell you control. If this spell was cast from a graveyard, copy that spell twice instead. You may choose new targets for the copies. Flashback {3}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/6/e/6ef32c03-14f5-4ee2-af3a-4cbee45cd152.jpg?1623890316,,,,,,,
Trading Card Games,Magic: The Gathering,Inspiring Vantage (Non-Foil),Set: Outlaws of Thunder Junction • Rarity: Rare • Language: En • Type: Land • Text: This land enters tapped unless you control two or fewer other lands. {T}: Add {R} or {W}.,1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/5/85df6b6a-2dcf-4828-a4a8-e07d52e1fddd.jpg?1723149865,,,,,,,
Trading Card Games,Magic: The Gathering,"Kiora, the Rising Tide (Non-Foil)","Set: Foundations • Rarity: Rare • Language: En • Type: Legendary Creature — Merfolk Noble • Mana Cost: {2}{U} • Text: When Kiora enters, draw two cards, then discard two cards. Threshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/a/5a123794-096f-4d01-bfd4-1d23f22608f7.jpg?1730489754,,,,,,,
Trading Card Games,Magic: The Gathering,"Krenko, Mob Boss (Foil)","Set: Ravnica Remastered • Rarity: Rare • Language: En • Type: Legendary Creature — Goblin Warrior • Mana Cost: {2}{R}{R} • Text: {T}: Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/e/6/e6cc97d2-6ad7-45fc-8766-d7297f911057.jpg?1702415996,,,,,,,
Trading Card Games,Magic: The Gathering,Leveler (Non-Foil),"Set: Time Spiral Remastered • Rarity: Special • Language: En • Type: Artifact Creature — Juggernaut • Mana Cost: {5} • Text: When this creature enters, exile all cards from your library.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/4/54b9d8fa-2427-49fb-af69-3b2688dc8a8c.jpg?1619403132,,,,,,,
Trading Card Games,Magic: The Gathering,Lotus Bloom (Non-Foil),"Set: Time Spiral Remastered • Rarity: Rare • Language: En • Type: Artifact • Text: Suspend 3—{0} (Rather than cast this card from your hand, pay {0} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.) {T}, Sacrifice this artifact: Add three mana of any one color.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/d/b/db89ae4d-1cc2-41d8-a4de-a54b958c4429.jpg?1619398986,,,,,,,
Trading Card Games,Magic: The Gathering,Mana Reflection (Non-Foil),"Set: Double Masters • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {4}{G}{G} • Text: If you tap a permanent for mana, it produces twice as much of that mana instead.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/1/81e0d739-990f-4ba5-b456-165c033014cf.jpg?1599707370,,,,,,,
Trading Card Games,Magic: The Gathering,Manifold Mouse (Non-Foil),"Set: Bloomburrow • Rarity: Rare • Language: En • Type: Creature — Mouse Soldier • Mana Cost: {1}{R} • Text: Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.) At the beginning of combat on your turn, target Mouse you control gains your choice of double strike or trample until end of turn.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/0/907a990c-6ee9-44e1-85f9-83b261507308.jpg?1721427699,,,,,,,
Trading Card Games,Magic: The Gathering,Ninja of the Deep Hours (Non-Foil),"Set: Time Spiral Remastered • Rarity: Special • Language: En • Type: Creature — Human Ninja • Mana Cost: {3}{U} • Text: Ninjutsu {1}{U} ({1}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever this creature deals combat damage to a player, you may draw a card.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/2/1/2101b32f-2a7f-4cfa-80a4-fdae3756a7f1.jpg?1619400444,,,,,,,
Trading Card Games,Magic: The Gathering,"Ob Nixilis, the Adversary (Non-Foil)","Set: Streets of New Capenna • Rarity: Mythic • Language: En • Type: Legendary Planeswalker — Nixilis • Mana Cost: {1}{B}{R} • Text: Casualty X. The copy isn't legendary and has starting loyalty X. (As you cast this spell, you may sacrifice a creature with power X. When you do, copy this spell. The copy becomes a token.) +1: Each opponent loses 2 life unless they discard a card. If you control a Demon or Devil, you gain 2 life. −2: Create a 1/1 red Devil creature token with ""When this token dies, it deals 1 damage to any target."" −7: Target player draws seven cards and loses 7 life.",1,Buy it Now,4,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/0/80226520-6b0a-48ea-a868-a29eb3fbd403.jpg?1664413416,,,,,,,
