Title,Description
Audience with Trostani foil en,"Collector number: 152s
Set code: PMKM
Set name: Murders at Karlov Manor Promos
Foil: foil
Rarity: rare
type_line: Sorcery
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: Create a 0/1 green Plant creature token, then draw cards equal to the number of differently named creature tokens you control.
Language: en"
Welding Jar foil en,"Collector number: 307
Set code: 2XM
Set name: Double Masters
Foil: foil
Rarity: uncommon
type_line: Artifact
color_identity: 
colors: 
mana_cost: {0}
oracle_text: Sacrifice this artifact: Regenerate target artifact.
Language: en"
Spell Queller normal en,"Collector number: 435
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: rare
type_line: Creature — Spirit
color_identity: U, W
colors: U, W
mana_cost: {1}{W}{U}
oracle_text: Flash
Flying
When this creature enters, exile target spell with mana value 4 or less.
When this creature leaves the battlefield, the exiled card's owner may cast that card without paying its mana cost.
Language: en"
Triskelion normal en,"Collector number: 354
Set code: 4ED
Set name: Fourth Edition
Foil: normal
Rarity: rare
type_line: Artifact Creature — Construct
color_identity: 
colors: 
mana_cost: {6}
oracle_text: This creature enters with three +1/+1 counters on it.
Remove a +1/+1 counter from this creature: It deals 1 damage to any target.
Language: en"
Saproling Symbiosis foil en,"Collector number: 175
Set code: DMR
Set name: Dominaria Remastered
Foil: foil
Rarity: rare
type_line: Sorcery
color_identity: G
colors: G
mana_cost: {3}{G}
oracle_text: You may cast this spell as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.)
Create a 1/1 green Saproling creature token for each creature you control.
Language: en"
Waxen Shapethief foil en,"Collector number: 74
Set code: DFT
Set name: Aetherdrift
Foil: foil
Rarity: rare
type_line: Creature — Shapeshifter
color_identity: U
colors: U
mana_cost: {3}{U}
oracle_text: Flash
You may have this creature enter as a copy of an artifact or creature you control.
Cycling {2} ({2}, Discard this card: Draw a card.)
Language: en"
Clamorous Ironclad normal en,"Collector number: 312
Set code: DFT
Set name: Aetherdrift
Foil: normal
Rarity: common
type_line: Artifact — Vehicle
color_identity: R
colors: R
mana_cost: {3}{R}
oracle_text: Menace (This creature can't be blocked except by two or more creatures.)
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)
Cycling {R} ({R}, Discard this card: Draw a card.)
Language: en"
Vexing Bauble foil en,"Collector number: 212
Set code: MH3
Set name: Modern Horizons 3
Foil: foil
Rarity: uncommon
type_line: Artifact
color_identity: 
colors: 
mana_cost: {1}
oracle_text: Whenever a player casts a spell, if no mana was spent to cast it, counter that spell.
{1}, {T}, Sacrifice this artifact: Draw a card.
Language: en"
The Jolly Balloon Man normal en,"Collector number: 219
Set code: DSK
Set name: Duskmourn: House of Horror
Foil: normal
Rarity: rare
type_line: Legendary Creature — Human Clown
color_identity: R, W
colors: R, W
mana_cost: {1}{R}{W}
oracle_text: Haste
{1}, {T}: Create a token that's a copy of another target creature you control, except it's a 1/1 red Balloon creature in addition to its other colors and types and it has flying and haste. Sacrifice it at the beginning of the next end step. Activate only as a sorcery.
Language: en"
Shakedown Heavy normal en,"Collector number: 95
Set code: SNC
Set name: Streets of New Capenna
Foil: normal
Rarity: rare
type_line: Creature — Ogre Warrior
color_identity: B
colors: B
mana_cost: {2}{B}
oracle_text: Menace
Whenever this creature attacks, defending player may have you draw a card. If they do, untap this creature and remove it from combat.
Language: en"
Hired Claw foil en,"Collector number: 140
Set code: BLB
Set name: Bloomburrow
Foil: foil
Rarity: rare
type_line: Creature — Lizard Mercenary
color_identity: R
colors: R
mana_cost: {R}
oracle_text: Whenever you attack with one or more Lizards, this creature deals 1 damage to target opponent.
{1}{R}: Put a +1/+1 counter on this creature. Activate only if an opponent lost life this turn and only once each turn.
Language: en"
"Daretti, Rocketeer Engineer foil en","Collector number: 120
Set code: DFT
Set name: Aetherdrift
Foil: foil
Rarity: rare
type_line: Legendary Creature — Goblin Artificer
color_identity: R
colors: R
mana_cost: {4}{R}
oracle_text: Daretti's power is equal to the greatest mana value among artifacts you control.
Whenever Daretti enters or attacks, choose target artifact card in your graveyard. You may sacrifice an artifact. If you do, return the chosen card to the battlefield.
Language: en"
New Master of Arms normal en,"Collector number: 520
Set code: MB2
Set name: Mystery Booster 2
Foil: normal
Rarity: rare
type_line: Creature — Human Soldier
color_identity: W
colors: W
mana_cost: {2}{W}
oracle_text: First strike
Prevent all combat damage that would be dealt by blocking creatures that are tapped.
{1}{W}: Tap target creature blocking New Master of Arms.
Language: en"
Puresight Merrow normal en,"Collector number: 146
Set code: SHM
Set name: Shadowmoor
Foil: normal
Rarity: uncommon
type_line: Creature — Merfolk Wizard
color_identity: U, W
colors: U, W
mana_cost: {W/U}{W/U}
oracle_text: {W/U}, {Q}: Look at the top card of your library. You may exile that card. ({Q} is the untap symbol.)
Language: en"
Omniclown Colossus // Pie-roclasm normal en,"Collector number: 116
Set code: UNF
Set name: Unfinity
Foil: normal
Rarity: rare
type_line: Artifact Creature — Clown Robot // Sorcery — Adventure
color_identity: R
colors: R
mana_cost: {8}{R}{R} // {3}{R}{R}
oracle_text: 
Language: en"
Crypt Rats normal en,"Collector number: 55
Set code: VIS
Set name: Visions
Foil: normal
Rarity: common
type_line: Creature — Rat
color_identity: B
colors: B
mana_cost: {2}{B}
oracle_text: {X}: This creature deals X damage to each creature and each player. Spend only black mana on X.
Language: en"
Sage of the Skies foil en,"Collector number: 328
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: rare
type_line: Creature — Human Monk
color_identity: W
colors: W
mana_cost: {2}{W}
oracle_text: When you cast this spell, if you've cast another spell this turn, copy this spell. (The copy becomes a token.)
Flying, lifelink
Language: en"
Welding Jar normal en,"Collector number: 274
Set code: MRD
Set name: Mirrodin
Foil: normal
Rarity: common
type_line: Artifact
color_identity: 
colors: 
mana_cost: {0}
oracle_text: Sacrifice this artifact: Regenerate target artifact.
Language: en"
Rivaz of the Claw normal en,"Collector number: 215
Set code: DMU
Set name: Dominaria United
Foil: normal
Rarity: rare
type_line: Legendary Creature — Lizard Warlock
color_identity: B, R
colors: B, R
mana_cost: {1}{B}{R}
oracle_text: Menace
{T}: Add two mana in any combination of colors. Spend this mana only to cast Dragon creature spells.
Once during each of your turns, you may cast a Dragon creature spell from your graveyard.
Whenever you cast a Dragon creature spell from your graveyard, it gains ""When this creature dies, exile it.""
Language: en"
Feral Deathgorger // Dusk Sight normal en,"Collector number: 298
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: normal
Rarity: common
type_line: Creature — Dragon // Sorcery — Omen
color_identity: B
colors: B
mana_cost: {5}{B} // {1}{B}
oracle_text: 
Language: en"
Defibrillating Current foil en,"Collector number: 177
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: uncommon
type_line: Sorcery
color_identity: B, R, W
colors: B, R, W
mana_cost: {2/R}{2/W}{2/B}
oracle_text: Defibrillating Current deals 4 damage to target creature or planeswalker and you gain 2 life.
Language: en"
Distended Mindbender normal en,"Collector number: 3
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: rare
type_line: Creature — Eldrazi Insect
color_identity: B
colors: 
mana_cost: {8}
oracle_text: Emerge {5}{B}{B} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, target opponent reveals their hand. You choose from it a nonland card with mana value 3 or less and a card with mana value 4 or greater. That player discards those cards.
Language: en"
Strike It Rich normal en,"Collector number: 12
Set code: H2R
Set name: Modern Horizons 2 Timeshifts
Foil: normal
Rarity: uncommon
type_line: Sorcery
color_identity: R
colors: R
mana_cost: {R}
oracle_text: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Language: en"
Dreamdew Entrancer normal en,"Collector number: 365
Set code: BLB
Set name: Bloomburrow
Foil: normal
Rarity: rare
type_line: Creature — Frog Wizard
color_identity: G, U
colors: G, U
mana_cost: {2}{G}{U}
oracle_text: Reach
When this creature enters, tap up to one target creature and put three stun counters on it. If you control that creature, draw two cards.
Language: en"
"Redshift, Rocketeer Chief normal en","Collector number: 218
Set code: DFT
Set name: Aetherdrift
Foil: normal
Rarity: rare
type_line: Legendary Creature — Goblin Pilot
color_identity: G, R
colors: G, R
mana_cost: {R}{G}
oracle_text: Vigilance
{T}: Add X mana of any one color, where X is Redshift's power. Spend this mana only to activate abilities.
Exhaust — {10}{R}{G}: Put any number of permanent cards from your hand onto the battlefield. (Activate each exhaust ability only once.)
Language: en"
Past in Flames normal en,"Collector number: 350
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: special
type_line: Sorcery
color_identity: R
colors: R
mana_cost: {3}{R}
oracle_text: Each instant and sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost.
Flashback {4}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Language: en"
"Tolsimir, Midnight's Light foil en","Collector number: 236
Set code: MKM
Set name: Murders at Karlov Manor
Foil: foil
Rarity: rare
type_line: Legendary Creature — Elf Scout
color_identity: G, W
colors: G, W
mana_cost: {2}{G}{W}{W}
oracle_text: Lifelink
When Tolsimir enters, create Voja Fenstalker, a legendary 5/5 green and white Wolf creature token with trample.
Whenever a Wolf you control attacks, if Tolsimir attacked this combat, target creature an opponent controls blocks that Wolf this combat if able.
Language: en"
Wish normal en,"Collector number: 64
Set code: MB2
Set name: Mystery Booster 2
Foil: normal
Rarity: rare
type_line: Sorcery
color_identity: R
colors: R
mana_cost: {2}{R}
oracle_text: You may play a card you own from outside the game this turn.
Language: en"
Knife and Death normal en,"Collector number: 77
Set code: UNF
Set name: Unfinity
Foil: normal
Rarity: rare
type_line: Sorcery
color_identity: B
colors: B
mana_cost: {2}{B}{B}
oracle_text: Just a second (As long as this spell is on the stack, players can't move permanents.)
One at a time, throw ten cards you own from outside the game onto the playing area from a distance of at least three feet (about one meter). For each of those cards, Knife and Death deals 1 damage to each creature or planeswalker you don't control that card is touching. You gain life equal to the damage dealt this way.
Language: en"
Elvish Harbinger normal en,"Collector number: 527
Set code: LTC
Set name: Tales of Middle-earth Commander
Foil: normal
Rarity: uncommon
type_line: Creature — Elf Druid
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: When this creature enters, you may search your library for an Elf card, reveal it, then shuffle and put that card on top.
{T}: Add one mana of any color.
Language: en"
Spinner of Souls normal en,"Collector number: 341
Set code: FDN
Set name: Foundations
Foil: normal
Rarity: rare
type_line: Creature — Spider Spirit
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: Reach
Whenever another nontoken creature you control dies, you may reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.
Language: en"
Heartfire Hero normal en,"Collector number: 138
Set code: BLB
Set name: Bloomburrow
Foil: normal
Rarity: uncommon
type_line: Creature — Mouse Soldier
color_identity: R
colors: R
mana_cost: {R}
oracle_text: Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, put a +1/+1 counter on it.
When this creature dies, it deals damage equal to its power to each opponent.
Language: en"
Malevolent Rumble foil en,"Collector number: 161
Set code: MH3
Set name: Modern Horizons 3
Foil: foil
Rarity: common
type_line: Sorcery
color_identity: G
colors: G
mana_cost: {1}{G}
oracle_text: Reveal the top four cards of your library. You may put a permanent card from among them into your hand. Put the rest into your graveyard. Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""
Language: en"
"Daretti, Rocketeer Engineer normal en","Collector number: 358
Set code: DFT
Set name: Aetherdrift
Foil: normal
Rarity: rare
type_line: Legendary Creature — Goblin Artificer
color_identity: R
colors: R
mana_cost: {4}{R}
oracle_text: Daretti's power is equal to the greatest mana value among artifacts you control.
Whenever Daretti enters or attacks, choose target artifact card in your graveyard. You may sacrifice an artifact. If you do, return the chosen card to the battlefield.
Language: en"
Molten Exhale foil en,"Collector number: 113
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: common
type_line: Sorcery
color_identity: R
colors: R
mana_cost: {1}{R}
oracle_text: You may cast this spell as though it had flash if you behold a Dragon as an additional cost to cast it. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)
Molten Exhale deals 4 damage to target creature or planeswalker.
Language: en"
Narset of the Ancient Way normal en,"Collector number: 278
Set code: IKO
Set name: Ikoria: Lair of Behemoths
Foil: normal
Rarity: mythic
type_line: Legendary Planeswalker — Narset
color_identity: R, U, W
colors: R, U, W
mana_cost: {1}{U}{R}{W}
oracle_text: +1: You gain 2 life. Add {U}, {R}, or {W}. Spend this mana only to cast a noncreature spell.
−2: Draw a card, then you may discard a card. When you discard a nonland card this way, Narset deals damage equal to that card's mana value to target creature or planeswalker.
−6: You get an emblem with ""Whenever you cast a noncreature spell, this emblem deals 2 damage to any target.""
Language: en"
The Tale of Tamiyo foil en,"Collector number: 75
Set code: DSK
Set name: Duskmourn: House of Horror
Foil: foil
Rarity: rare
type_line: Legendary Enchantment — Saga
color_identity: U
colors: U
mana_cost: {2}{U}
oracle_text: (As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Mill two cards. If two cards that share a card type were milled this way, draw a card and repeat this process.
IV — Exile any number of target instant, sorcery, and/or Tamiyo planeswalker cards from your graveyard. Copy them. You may cast any number of the copies.
Language: en"
Diviner of Mist normal en,"Collector number: 60
Set code: TDC
Set name: Tarkir: Dragonstorm Commander
Foil: normal
Rarity: rare
type_line: Creature — Dragon
color_identity: U
colors: U
mana_cost: {4}{U}
oracle_text: Flying
Whenever this creature attacks, mill four cards. You may cast an instant or sorcery spell from your graveyard with mana value 4 or less without paying its mana cost. If that spell would be put into your graveyard, exile it instead.
Language: en"
Cori Mountain Monastery normal en,"Collector number: 393
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: normal
Rarity: rare
type_line: Land
color_identity: R
colors: 
mana_cost: 
oracle_text: This land enters tapped unless you control a Plains or an Island.
{T}: Add {R}.
{3}{R}, {T}: Exile the top card of your library. Until the end of your next turn, you may play that card.
Language: en"
"Malcolm, Alluring Scoundrel foil en","Collector number: 63
Set code: LCI
Set name: The Lost Caverns of Ixalan
Foil: foil
Rarity: rare
type_line: Legendary Creature — Siren Pirate
color_identity: U
colors: U
mana_cost: {1}{U}
oracle_text: Flash
Flying
Whenever Malcolm deals combat damage to a player, put a chorus counter on it. Draw a card, then discard a card. If there are four or more chorus counters on Malcolm, you may cast the discarded card without paying its mana cost.
Language: en"
Enduring Courage normal en,"Collector number: 378
Set code: DSK
Set name: Duskmourn: House of Horror
Foil: normal
Rarity: rare
type_line: Enchantment Creature — Dog Glimmer
color_identity: R
colors: R
mana_cost: {2}{R}{R}
oracle_text: Whenever another creature you control enters, it gets +2/+0 and gains haste until end of turn.
When Enduring Courage dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)
Language: en"
Battle for Bretagard normal en,"Collector number: 203
Set code: KHM
Set name: Kaldheim
Foil: normal
Rarity: rare
type_line: Enchantment — Saga
color_identity: G, W
colors: G, W
mana_cost: {1}{G}{W}
oracle_text: (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create a 1/1 white Human Warrior creature token.
II — Create a 1/1 green Elf Warrior creature token.
III — Choose any number of artifact tokens and/or creature tokens you control with different names. For each of them, create a token that's a copy of it.
Language: en"
Titans' Nest normal en,"Collector number: 347
Set code: IKO
Set name: Ikoria: Lair of Behemoths
Foil: normal
Rarity: rare
type_line: Enchantment
color_identity: B, G, U
colors: B, G, U
mana_cost: {1}{B}{G}{U}
oracle_text: At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)
Exile a card from your graveyard: Add {C}. Spend this mana only to cast a spell that's one or more colors without {X} in its mana cost.
Language: en"
Vandalblast normal en,"Collector number: 267
Set code: CMM
Set name: Commander Masters
Foil: normal
Rarity: uncommon
type_line: Sorcery
color_identity: R
colors: R
mana_cost: {R}
oracle_text: Destroy target artifact you don't control.
Overload {4}{R} (You may cast this spell for its overload cost. If you do, change ""target"" in its text to ""each."")
Language: en"
Boompile normal en,"Collector number: 371
Set code: CMM
Set name: Commander Masters
Foil: normal
Rarity: rare
type_line: Artifact
color_identity: 
colors: 
mana_cost: {4}
oracle_text: {T}: Flip a coin. If you win the flip, destroy all nonland permanents.
Language: en"
Disruptor Flute normal en,"Collector number: 209
Set code: MH3
Set name: Modern Horizons 3
Foil: normal
Rarity: rare
type_line: Artifact
color_identity: 
colors: 
mana_cost: {2}
oracle_text: Flash
As this artifact enters, choose a card name.
Spells with the chosen name cost {3} more to cast.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.
Language: en"
Paradise Plume normal en,"Collector number: 271
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: uncommon
type_line: Artifact
color_identity: 
colors: 
mana_cost: {4}
oracle_text: As this artifact enters, choose a color.
Whenever a player casts a spell of the chosen color, you may gain 1 life.
{T}: Add one mana of the chosen color.
Language: en"
"Narset, Jeskai Waymaster foil en","Collector number: 209
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: rare
type_line: Legendary Creature — Human Monk
color_identity: R, U, W
colors: R, U, W
mana_cost: {U}{R}{W}
oracle_text: At the beginning of your end step, you may discard your hand. If you do, draw cards equal to the number of spells you've cast this turn.
Language: en"
Utopia Sprawl foil en,"Collector number: 159
Set code: RVR
Set name: Ravnica Remastered
Foil: foil
Rarity: uncommon
type_line: Enchantment — Aura
color_identity: G
colors: G
mana_cost: {G}
oracle_text: Enchant Forest
As this Aura enters, choose a color.
Whenever enchanted Forest is tapped for mana, its controller adds an additional one mana of the chosen color.
Language: en"
Poison-Tip Archer foil en,"Collector number: 788
Set code: SLD
Set name: Secret Lair Drop
Foil: foil
Rarity: rare
type_line: Creature — Elf Archer
color_identity: B, G
colors: B, G
mana_cost: {2}{B}{G}
oracle_text: Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Whenever another creature dies, each opponent loses 1 life.
Language: en"
Cold-Eyed Selkie normal en,"Collector number: 218
Set code: OTC
Set name: Outlaws of Thunder Junction Commander
Foil: normal
Rarity: rare
type_line: Creature — Merfolk Rogue
color_identity: G, U
colors: G, U
mana_cost: {1}{G/U}{G/U}
oracle_text: Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Whenever this creature deals combat damage to a player, you may draw that many cards.
Language: en"
Shadowborn Demon normal en,"Collector number: 464
Set code: J22
Set name: Jumpstart 2022
Foil: normal
Rarity: mythic
type_line: Creature — Demon
color_identity: B
colors: B
mana_cost: {3}{B}{B}
oracle_text: Flying
When this creature enters, destroy target non-Demon creature.
At the beginning of your upkeep, if there are fewer than six creature cards in your graveyard, sacrifice a creature.
Language: en"
Angelfire Ignition foil en,"Collector number: 229
Set code: INR
Set name: Innistrad Remastered
Foil: foil
Rarity: rare
type_line: Sorcery
color_identity: R, W
colors: R, W
mana_cost: {1}{R}{W}
oracle_text: Put two +1/+1 counters on target creature. It gains vigilance, trample, lifelink, indestructible, and haste until end of turn.
Flashback {2}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Language: en"
Boosted Sloop foil en,"Collector number: 320
Set code: DFT
Set name: Aetherdrift
Foil: foil
Rarity: uncommon
type_line: Artifact — Vehicle
color_identity: R, U
colors: R, U
mana_cost: {1}{U}{R}
oracle_text: Menace
Whenever you attack, draw a card, then discard a card.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)
Language: en"
Breath Weapon normal en,"Collector number: 165
Set code: CLB
Set name: Commander Legends: Battle for Baldur's Gate
Foil: normal
Rarity: common
type_line: Instant
color_identity: R
colors: R
mana_cost: {2}{R}
oracle_text: Breath Weapon deals 2 damage to each non-Dragon creature.
Language: en"
Draining Whelk normal en,"Collector number: 62
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: rare
type_line: Creature — Illusion
color_identity: U
colors: U
mana_cost: {4}{U}{U}
oracle_text: Flash
Flying
When this creature enters, counter target spell. Put X +1/+1 counters on this creature, where X is that spell's mana value.
Language: en"
Clarion Conqueror normal en,"Collector number: 377
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: normal
Rarity: rare
type_line: 
color_identity: W
colors: 
mana_cost: 
oracle_text: 
Language: en"
Thorn Mammoth normal en,"Collector number: ELD-323
Set code: PLST
Set name: The List
Foil: normal
Rarity: rare
type_line: Creature — Elephant
color_identity: G
colors: G
mana_cost: {5}{G}{G}
oracle_text: Trample
Whenever this creature or another creature you control enters, this creature fights up to one target creature you don't control.
Language: en"
Thing in the Ice // Awoken Horror normal en,"Collector number: 460
Set code: INR
Set name: Innistrad Remastered
Foil: normal
Rarity: rare
type_line: Creature — Horror // Creature — Kraken Horror
color_identity: U
colors: 
mana_cost: 
oracle_text: 
Language: en"
Cosmos Charger foil en,"Collector number: 342
Set code: KHM
Set name: Kaldheim
Foil: foil
Rarity: rare
type_line: Creature — Horse Spirit
color_identity: U
colors: U
mana_cost: {3}{U}
oracle_text: Flash
Flying
Foretelling cards from your hand costs {1} less and can be done on any player's turn.
Foretell {2}{U} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)
Language: en"
"Legolas, Counter of Kills foil en","Collector number: 816
Set code: LTR
Set name: The Lord of the Rings: Tales of Middle-earth
Foil: foil
Rarity: uncommon
type_line: Legendary Creature — Elf Archer
color_identity: G, U
colors: G, U
mana_cost: {2}{G}{U}
oracle_text: Reach
Whenever you scry, if Legolas is tapped, you may untap it. Do this only once each turn.
Whenever a creature an opponent controls dies, put a +1/+1 counter on Legolas.
Language: en"
Gurmag Angler normal en,"Collector number: 324
Set code: TSR
Set name: Time Spiral Remastered
Foil: normal
Rarity: special
type_line: Creature — Zombie Fish
color_identity: B
colors: B
mana_cost: {6}{B}
oracle_text: Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Language: en"
Hopeful Initiate foil en,"Collector number: 27
Set code: INR
Set name: Innistrad Remastered
Foil: foil
Rarity: rare
type_line: Creature — Human Warlock
color_identity: W
colors: W
mana_cost: {W}
oracle_text: Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
{2}{W}, Remove two +1/+1 counters from among creatures you control: Destroy target artifact or enchantment.
Language: en"
Carrion Cruiser foil en,"Collector number: 305
Set code: DFT
Set name: Aetherdrift
Foil: foil
Rarity: uncommon
type_line: Artifact — Vehicle
color_identity: B
colors: B
mana_cost: {2}{B}
oracle_text: When this Vehicle enters, mill two cards. Then return a creature or Vehicle card from your graveyard to your hand. (To mill two cards, put the top two cards of your library into your graveyard.)
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)
Language: en"
Flare of Cultivation normal en,"Collector number: 425
Set code: MH3
Set name: Modern Horizons 3
Foil: normal
Rarity: rare
type_line: Sorcery
color_identity: G
colors: G
mana_cost: {1}{G}{G}
oracle_text: You may sacrifice a nontoken green creature rather than pay this spell's mana cost.
Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.
Language: en"
Decimate foil en,"Collector number: 444
Set code: DMR
Set name: Dominaria Remastered
Foil: foil
Rarity: rare
type_line: Sorcery
color_identity: G, R
colors: G, R
mana_cost: {2}{R}{G}
oracle_text: Destroy target artifact, target creature, target enchantment, and target land. (You can't cast this spell unless you have legal choices for all its targets.)
Language: en"
"Brass's Tunnel-Grinder // Tecutlan, the Searing Rift normal en","Collector number: 373
Set code: LCI
Set name: The Lost Caverns of Ixalan
Foil: normal
Rarity: rare
type_line: Legendary Artifact // Legendary Land — Cave
color_identity: R
colors: 
mana_cost: 
oracle_text: 
Language: en"
New Way Forward foil en,"Collector number: 211
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: rare
type_line: Instant
color_identity: R, U, W
colors: R, U, W
mana_cost: {2}{U}{R}{W}
oracle_text: The next time a source of your choice would deal damage to you this turn, prevent that damage. When damage is prevented this way, New Way Forward deals that much damage to that source's controller and you draw that many cards.
Language: en"
Reflections of Littjara foil en,"Collector number: 400
Set code: KHM
Set name: Kaldheim
Foil: foil
Rarity: rare
type_line: Enchantment
color_identity: U
colors: U
mana_cost: {4}{U}
oracle_text: As this enchantment enters, choose a creature type.
Whenever you cast a spell of the chosen type, copy that spell. (A copy of a permanent spell becomes a token.)
Language: en"
Vindicate normal en,"Collector number: 294
Set code: MH2
Set name: Modern Horizons 2
Foil: normal
Rarity: rare
type_line: Sorcery
color_identity: B, W
colors: B, W
mana_cost: {1}{W}{B}
oracle_text: Destroy target permanent.
Language: en"
Path of the Enigma normal en,"Collector number: 110
Set code: MOC
Set name: March of the Machine Commander
Foil: normal
Rarity: rare
type_line: Sorcery
color_identity: U
colors: U
mana_cost: {4}{U}
oracle_text: Target player draws four cards.
Will of the Planeswalkers — Starting with you, each player votes for planeswalk or chaos. If planeswalk gets more votes, planeswalk. If chaos gets more votes or the vote is tied, chaos ensues.
Language: en"
Cruel Truths foil en,"Collector number: 76
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: common
type_line: Instant
color_identity: B
colors: B
mana_cost: {3}{B}
oracle_text: Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Language: en"
Sunfrill Imitator normal en,"Collector number: 62
Set code: LCC
Set name: The Lost Caverns of Ixalan Commander
Foil: normal
Rarity: rare
type_line: Creature — Dinosaur
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: Whenever this creature attacks, you may have it become a copy of another target Dinosaur you control, except its name is Sunfrill Imitator and it has this ability.
Language: en"
Transcendent Message normal en,"Collector number: 83
Set code: MOM
Set name: March of the Machine
Foil: normal
Rarity: rare
type_line: Instant
color_identity: U
colors: U
mana_cost: {X}{U}{U}{U}{U}
oracle_text: Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Draw X cards.
Language: en"
Evolution Witness foil en,"Collector number: 151
Set code: MH3
Set name: Modern Horizons 3
Foil: foil
Rarity: common
type_line: Creature — Elf Shaman Mutant
color_identity: G
colors: G
mana_cost: {2}{G}
oracle_text: {1}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Whenever one or more +1/+1 counters are put on this creature, return target permanent card from your graveyard to your hand.
Language: en"
Yathan Roadwatcher foil en,"Collector number: 375
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: rare
type_line: Creature — Human Scout
color_identity: B, G, W
colors: B, G, W
mana_cost: {1}{W}{B}{G}
oracle_text: When this creature enters, if you cast it, mill four cards. When you do, return target creature card with mana value 3 or less from your graveyard to the battlefield.
Language: en"
Svyelun of Sea and Sky normal en,"Collector number: 69
Set code: MH2
Set name: Modern Horizons 2
Foil: normal
Rarity: mythic
type_line: Legendary Creature — Merfolk God
color_identity: U
colors: U
mana_cost: {1}{U}{U}
oracle_text: Svyelun has indestructible as long as you control at least two other Merfolk.
Whenever Svyelun attacks, draw a card.
Other Merfolk you control have ward {1}. (Whenever another Merfolk you control becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)
Language: en"
Dragon's Prey foil en,"Collector number: 79
Set code: TDM
Set name: Tarkir: Dragonstorm
Foil: foil
Rarity: common
type_line: Instant
color_identity: B
colors: B
mana_cost: {2}{B}
oracle_text: This spell costs {2} more to cast if it targets a Dragon.
Destroy target creature.
Language: en"
