Category,Sub Category,Title,Description,Quantity,Type,Price,Shipping Profile,Offerable,Hazmat,Condition,Cost Per Item,SKU,Image URL 1,Image URL 2,Image URL 3,Image URL 4,Image URL 5,Image URL 6,Image URL 7,Image URL 8
Trading Cards,Magic: The Gathering,Consider foil,"Foil: foil
Collector number: 1524
Set name: Secret Lair Drop
Set code: SLD
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {U}
type_line: Instant
oracle_text: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Draw a card.",2,,16,,No,No,near_mint,15.99,,https://cards.scryfall.io/normal/front/f/8/f80f726b-471c-4bc1-8fd7-66db5207e4ce.jpg?1739789059,,,,,,,
Trading Cards,Magic: The Gathering,Curator Beastie normal,"Foil: normal
Collector number: 58
Set name: Duskmourn: House of Horror Commander
Set code: DSC
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {4}{G}{G}
type_line: Creature — Beast
oracle_text: Reach
Colorless creatures you control enter with two additional +1/+1 counters on them.
Whenever this creature enters or attacks, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",2,,1,,No,No,near_mint,0.42,,https://cards.scryfall.io/normal/front/7/8/78385399-fc28-4944-a817-7b3166414620.jpg?1729502865,,,,,,,
Trading Cards,Magic: The Gathering,Echo of Eons normal,"Foil: normal
Collector number: 160
Set name: Mystery Booster 2
Set code: MB2
Rarity: mythic
Language: en
color_identity: U
colors: U
mana_cost: {4}{U}{U}
type_line: Sorcery
oracle_text: Each player shuffles their hand and graveyard into their library, then draws seven cards.
Flashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",2,,14,,No,No,near_mint,13.66,,https://cards.scryfall.io/normal/front/e/a/eabe1af2-d26e-4086-a71d-f818fb41fa25.jpg?1723253688,,,,,,,
Trading Cards,Magic: The Gathering,Ecstatic Awakener // Awoken Demon foil,"Foil: foil
Collector number: 462
Set name: Innistrad Remastered
Set code: INR
Rarity: common
Language: en
color_identity: B
colors: 
mana_cost: 
type_line: Creature — Human Wizard // Creature — Demon
oracle_text: ",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/f/0/f0495b2a-90cf-483c-97e7-b82845aaad63.jpg?1738706675,,,,,,,
Trading Cards,Magic: The Gathering,Edward Kenway etched,"Foil: etched
Collector number: 234
Set name: Assassin's Creed
Set code: ACR
Rarity: mythic
Language: en
color_identity: B, R, U
colors: B, R, U
mana_cost: {2}{U}{B}{R}
type_line: Legendary Creature — Human Assassin Pirate
oracle_text: At the beginning of your end step, create a Treasure token for each tapped Assassin, Pirate, and/or Vehicle you control.
Whenever a Vehicle you control deals combat damage to a player, look at the top card of that player's library, then exile it face down. You may play that card for as long as it remains exiled.",1,,18,,No,No,near_mint,18.02,,https://cards.scryfall.io/normal/front/d/a/da0ce737-8066-444b-ae33-c84713305b1a.jpg?1721425380,,,,,,,
Trading Cards,Magic: The Gathering,Eerie Ultimatum foil,"Foil: foil
Collector number: 184
Set name: Ikoria: Lair of Behemoths
Set code: IKO
Rarity: rare
Language: en
color_identity: B, G, W
colors: B, G, W
mana_cost: {W}{W}{B}{B}{B}{G}{G}
type_line: Sorcery
oracle_text: Return any number of permanent cards with different names from your graveyard to the battlefield.",1,,6,,No,No,near_mint,5.65,,https://cards.scryfall.io/normal/front/3/a/3a9fb2db-228f-4d48-acdf-6330baf356c7.jpg?1591227996,,,,,,,
Trading Cards,Magic: The Gathering,Eldrazi Linebreaker foil,"Foil: foil
Collector number: 117
Set name: Modern Horizons 3
Set code: MH3
Rarity: rare
Language: en
color_identity: R
colors: 
mana_cost: {1}{C}{R}
type_line: Creature — Eldrazi
oracle_text: Devoid (This card has no color.)
Trample
At the beginning of combat on your turn, target creature you control gains haste and gets +X/+0 until end of turn, where X is the number of Eldrazi you control.",1,,1,,No,No,near_mint,0.95,,https://cards.scryfall.io/normal/front/f/6/f67774a1-f5f8-4b7b-871d-88a1b5e57d27.jpg?1717012147,,,,,,,
Trading Cards,Magic: The Gathering,Elspeth Resplendent foil,"Foil: foil
Collector number: 11
Set name: Streets of New Capenna
Set code: SNC
Rarity: mythic
Language: en
color_identity: W
colors: W
mana_cost: {3}{W}{W}
type_line: Legendary Planeswalker — Elspeth
oracle_text: +1: Choose up to one target creature. Put a +1/+1 counter and a counter from among flying, first strike, lifelink, or vigilance on it.
−3: Look at the top seven cards of your library. You may put a permanent card with mana value 3 or less from among them onto the battlefield with a shield counter on it. Put the rest on the bottom of your library in a random order.
−7: Create five 3/3 white Angel creature tokens with flying.",1,,4,,No,No,near_mint,3.39,,https://cards.scryfall.io/normal/front/7/c/7c606af0-f3d1-44a4-b24e-ee1263569b1f.jpg?1664409608,,,,,,,
Trading Cards,Magic: The Gathering,Elvish Reclaimer normal,"Foil: normal
Collector number: 205
Set name: Mystery Booster 2
Set code: MB2
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {G}
type_line: Creature — Elf Warrior
oracle_text: This creature gets +2/+2 as long as there are three or more land cards in your graveyard.
{2}, {T}, Sacrifice a land: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",1,,5,,No,No,near_mint,5.0,,https://cards.scryfall.io/normal/front/3/8/3826a901-7219-46d1-acae-07a981877149.jpg?1723223508,,,,,,,
Trading Cards,Magic: The Gathering,Elvish Reclaimer foil,"Foil: foil
Collector number: 205
Set name: Mystery Booster 2
Set code: MB2
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {G}
type_line: Creature — Elf Warrior
oracle_text: This creature gets +2/+2 as long as there are three or more land cards in your graveyard.
{2}, {T}, Sacrifice a land: Search your library for a land card, put it onto the battlefield tapped, then shuffle.",1,,78,,No,No,near_mint,77.64,,https://cards.scryfall.io/normal/front/3/8/3826a901-7219-46d1-acae-07a981877149.jpg?1723223508,,,,,,,
Trading Cards,Magic: The Gathering,"Emrakul, the Promised End normal","Foil: normal
Collector number: 330
Set name: Innistrad Remastered
Set code: INR
Rarity: mythic
Language: en
color_identity: 
colors: 
mana_cost: {13}
type_line: Legendary Creature — Eldrazi
oracle_text: This spell costs {1} less to cast for each card type among cards in your graveyard.
When you cast this spell, you gain control of target opponent during that player's next turn. After that turn, that player takes an extra turn.
Flying, trample, protection from instants",1,,19,,No,No,near_mint,18.8,,https://cards.scryfall.io/normal/front/3/1/3183897e-4f86-4020-b149-cc4c2451a6c0.jpg?1736551170,,,,,,,
Trading Cards,Magic: The Gathering,Enduring Courage normal,"Foil: normal
Collector number: 378
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: R
colors: R
mana_cost: {2}{R}{R}
type_line: Enchantment Creature — Dog Glimmer
oracle_text: Whenever another creature you control enters, it gets +2/+0 and gains haste until end of turn.
When Enduring Courage dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",1,,3,,No,No,near_mint,2.83,,https://cards.scryfall.io/normal/front/9/8/98c10aa8-111a-4b02-a0a4-fee4c17f9c24.jpg?1726287300,,,,,,,
Trading Cards,Magic: The Gathering,Enduring Courage foil,"Foil: foil
Collector number: 392
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: mythic
Language: en
color_identity: R
colors: R
mana_cost: {2}{R}{R}
type_line: Enchantment Creature — Dog Glimmer
oracle_text: Whenever another creature you control enters, it gets +2/+0 and gains haste until end of turn.
When Enduring Courage dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",1,,28,,No,No,near_mint,27.8,,https://cards.scryfall.io/normal/front/8/2/82c7fa72-3c5f-49db-95f0-9a1c5d404651.jpg?1727652983,,,,,,,
Trading Cards,Magic: The Gathering,Enduring Curiosity foil,"Foil: foil
Collector number: 51
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {2}{U}{U}
type_line: Enchantment Creature — Cat Glimmer
oracle_text: Flash
Whenever a creature you control deals combat damage to a player, draw a card.
When Enduring Curiosity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",1,,5,,No,No,near_mint,4.8,,https://cards.scryfall.io/normal/front/8/6/8616629e-08f9-41ad-bfec-f86c8096f1cb.jpg?1726286044,,,,,,,
Trading Cards,Magic: The Gathering,Enduring Innocence foil,"Foil: foil
Collector number: 368
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {1}{W}{W}
type_line: Enchantment Creature — Sheep Glimmer
oracle_text: Lifelink
Whenever one or more other creatures you control with power 2 or less enter, draw a card. This ability triggers only once each turn.
When Enduring Innocence dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",1,,6,,No,No,near_mint,6.03,,https://cards.scryfall.io/normal/front/6/d/6d908299-aac0-46a6-8fa5-780d5b3e0386.jpg?1729215183,,,,,,,
Trading Cards,Magic: The Gathering,Enduring Curiosity normal,"Foil: normal
Collector number: 371
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {2}{U}{U}
type_line: Enchantment Creature — Cat Glimmer
oracle_text: Flash
Whenever a creature you control deals combat damage to a player, draw a card.
When Enduring Curiosity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",1,,6,,No,No,near_mint,5.4,,https://cards.scryfall.io/normal/front/c/e/ce740fb7-d2d1-451b-bfa0-27364b804161.jpg?1738102780,,,,,,,
Trading Cards,Magic: The Gathering,Enduring Innocence foil,"Foil: foil
Collector number: 386
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: mythic
Language: en
color_identity: W
colors: W
mana_cost: {1}{W}{W}
type_line: Enchantment Creature — Sheep Glimmer
oracle_text: Lifelink
Whenever one or more other creatures you control with power 2 or less enter, draw a card. This ability triggers only once each turn.
When Enduring Innocence dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",1,,25,,No,No,near_mint,24.92,,https://cards.scryfall.io/normal/front/7/a/7aca1ee8-c1ae-4052-b9d0-1a2903f61c88.jpg?1726287332,,,,,,,
Trading Cards,Magic: The Gathering,Entity Tracker foil,"Foil: foil
Collector number: 290
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {2}{U}
type_line: Creature — Human Scout
oracle_text: Flash
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, draw a card.",1,,1,,No,No,near_mint,1.21,,https://cards.scryfall.io/normal/front/2/c/2c0a079e-26f4-44ed-859a-f7df4b40a3cd.jpg?1726514282,,,,,,,
Trading Cards,Magic: The Gathering,"Eriette, the Beguiler normal","Foil: normal
Collector number: 293
Set name: Outlaws of Thunder Junction
Set code: OTJ
Rarity: rare
Language: en
color_identity: B, U, W
colors: B, U, W
mana_cost: {1}{W}{U}{B}
type_line: Legendary Creature — Human Warlock
oracle_text: Lifelink
Whenever an Aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that Aura's mana value, gain control of that permanent for as long as that Aura is attached to it.",1,,1,,No,No,near_mint,0.37,,https://cards.scryfall.io/normal/front/f/6/f69b5791-a405-4578-acba-959cc181e9ad.jpg?1712356483,,,,,,,
Trading Cards,Magic: The Gathering,Ertai Resurrected normal,"Foil: normal
Collector number: 298
Set name: Dominaria United
Set code: DMU
Rarity: rare
Language: en
color_identity: B, U
colors: B, U
mana_cost: {2}{U}{B}
type_line: Legendary Creature — Phyrexian Human Wizard
oracle_text: Flash
When Ertai Resurrected enters, choose up to one —
• Counter target spell, activated ability, or triggered ability. Its controller draws a card.
• Destroy another target creature or planeswalker. Its controller draws a card.",1,,1,,No,No,near_mint,0.4,,https://cards.scryfall.io/normal/front/b/2/b2185d26-05b7-4e8b-ab0a-4f9d1541d4c5.jpg?1674073977,,,,,,,
Trading Cards,Magic: The Gathering,Essence Channeler normal,"Foil: normal
Collector number: 12
Set name: Bloomburrow
Set code: BLB
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {1}{W}
type_line: Creature — Bat Cleric
oracle_text: As long as you've lost life this turn, this creature has flying and vigilance.
Whenever you gain life, put a +1/+1 counter on this creature.
When this creature dies, put its counters on target creature you control.",1,,1,,No,No,near_mint,0.99,,https://cards.scryfall.io/normal/front/5/a/5aaf7e4c-4d5d-4acc-a834-e6c4a7629408.jpg?1724003311,,,,,,,
Trading Cards,Magic: The Gathering,Ethereal Armor normal,"Foil: normal
Collector number: 293
Set name: Time Spiral Remastered
Set code: TSR
Rarity: special
Language: en
color_identity: W
colors: W
mana_cost: {W}
type_line: Enchantment — Aura
oracle_text: Enchant creature
Enchanted creature gets +1/+1 for each enchantment you control and has first strike.",1,,1,,No,No,near_mint,1.09,,https://cards.scryfall.io/normal/front/2/1/2167e245-dbdc-4a4b-b475-05b23f84a98b.jpg?1619399770,,,,,,,
Trading Cards,Magic: The Gathering,"Evelyn, the Covetous normal","Foil: normal
Collector number: 306
Set name: Streets of New Capenna
Set code: SNC
Rarity: rare
Language: en
color_identity: B, R, U
colors: B, R, U
mana_cost: {2}{U/B}{B}{B/R}
type_line: Legendary Creature — Vampire Rogue
oracle_text: Flash
Whenever Evelyn or another Vampire you control enters, exile the top card of each player's library with a collection counter on it.
Once each turn, you may play a card from exile with a collection counter on it if it was exiled by an ability you controlled, and you may spend mana as though it were mana of any color to cast it.",1,,1,,No,No,near_mint,0.3,,https://cards.scryfall.io/normal/front/7/a/7abd914b-4f66-4b80-8249-86f2e77f0452.jpg?1664415261,,,,,,,
Trading Cards,Magic: The Gathering,Everflowing Chalice normal,"Foil: normal
Collector number: 394
Set name: Time Spiral Remastered
Set code: TSR
Rarity: special
Language: en
color_identity: 
colors: 
mana_cost: {0}
type_line: Artifact
oracle_text: Multikicker {2} (You may pay an additional {2} any number of times as you cast this spell.)
This artifact enters with a charge counter on it for each time it was kicked.
{T}: Add {C} for each charge counter on this artifact.",1,,3,,No,No,near_mint,2.44,,https://cards.scryfall.io/normal/front/2/7/27875258-47af-4105-9ded-56e03dcbd9e7.jpg?1619403015,,,,,,,
Trading Cards,Magic: The Gathering,Evolved Sleeper normal,"Foil: normal
Collector number: 93
Set name: Dominaria United
Set code: DMU
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {B}
type_line: Creature — Human
oracle_text: {B}: This creature becomes a Human Cleric with base power and toughness 2/2.
{1}{B}: If this creature is a Cleric, put a deathtouch counter on it and it becomes a Phyrexian Human Cleric with base power and toughness 3/3.
{1}{B}{B}: If this creature is a Phyrexian, put a +1/+1 counter on it, then you draw a card and you lose 1 life.",1,,1,,No,No,near_mint,0.3,,https://cards.scryfall.io/normal/front/e/b/ebeafbc2-0399-4335-8f63-76a3e085e8c6.jpg?1673307095,,,,,,,
Trading Cards,Magic: The Gathering,Exchange of Words normal,"Foil: normal
Collector number: 45
Set name: Unfinity
Set code: UNF
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {1}{U}{U}
type_line: Enchantment
oracle_text: When this enchantment enters, choose two target creatures. For as long as this enchantment remains on the battlefield, exchange the text boxes of those creatures.",1,,1,,No,No,near_mint,0.5,,https://cards.scryfall.io/normal/front/8/c/8c28cebf-f849-4353-9dd1-c62f05c15d0f.jpg?1673913524,,,,,,,
Trading Cards,Magic: The Gathering,Exemplar of Light foil,"Foil: foil
Collector number: 11
Set name: Foundations
Set code: FDN
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {2}{W}{W}
type_line: Creature — Angel
oracle_text: Flying
Whenever you gain life, put a +1/+1 counter on this creature.
Whenever you put one or more +1/+1 counters on this creature, draw a card. This ability triggers only once each turn.",1,,3,,No,No,near_mint,3.23,,https://cards.scryfall.io/normal/front/9/2/920c8fc5-fdd2-446a-a676-5c363f96928f.jpg?1730488630,,,,,,,
Trading Cards,Magic: The Gathering,Exemplar of Light normal,"Foil: normal
Collector number: 11
Set name: Foundations
Set code: FDN
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {2}{W}{W}
type_line: Creature — Angel
oracle_text: Flying
Whenever you gain life, put a +1/+1 counter on this creature.
Whenever you put one or more +1/+1 counters on this creature, draw a card. This ability triggers only once each turn.",1,,3,,No,No,near_mint,2.79,,https://cards.scryfall.io/normal/front/9/2/920c8fc5-fdd2-446a-a676-5c363f96928f.jpg?1730488630,,,,,,,
Trading Cards,Magic: The Gathering,Explosive Getaway foil,"Foil: foil
Collector number: 202
Set name: Aetherdrift
Set code: DFT
Rarity: rare
Language: en
color_identity: R, W
colors: R, W
mana_cost: {3}{R}{W}
type_line: Sorcery
oracle_text: Exile up to one target artifact or creature. Return it to the battlefield under its owner's control at the beginning of the next end step.
Explosive Getaway deals 4 damage to each creature.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/a/8/a876edac-b8c8-4994-94f5-548e0fe70fe4.jpg?1738356640,,,,,,,
Trading Cards,Magic: The Gathering,Exquisite Firecraft normal,"Foil: normal
Collector number: 343
Set name: Time Spiral Remastered
Set code: TSR
Rarity: special
Language: en
color_identity: R
colors: R
mana_cost: {1}{R}{R}
type_line: Sorcery
oracle_text: Exquisite Firecraft deals 4 damage to any target.
Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, this spell can't be countered.",1,,1,,No,No,near_mint,1.08,,https://cards.scryfall.io/normal/front/4/f/4f7109a9-9eec-48fe-9081-5a0424f255ce.jpg?1619401505,,,,,,,
Trading Cards,Magic: The Gathering,Extinction Event normal,"Foil: normal
Collector number: 88
Set name: Ikoria: Lair of Behemoths
Set code: IKO
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {3}{B}
type_line: Sorcery
oracle_text: Choose odd or even. Exile each creature with mana value of the chosen quality. (Zero is even.)",1,,1,,No,No,near_mint,0.5,,https://cards.scryfall.io/normal/front/8/7/8725a869-462b-4381-880a-b4bcc63a655b.jpg?1591226783,,,,,,,
Trading Cards,Magic: The Gathering,Ezio Auditore da Firenze foil,"Foil: foil
Collector number: 25
Set name: Assassin's Creed
Set code: ACR
Rarity: mythic
Language: en
color_identity: B, G, R, U, W
colors: B
mana_cost: {1}{B}
type_line: Legendary Creature — Human Assassin
oracle_text: Menace
Assassin spells you cast have freerunning {B}{B}. (You may cast a spell for its freerunning cost if you dealt combat damage to a player this turn with an Assassin or commander.)
Whenever Ezio deals combat damage to a player, you may pay {W}{U}{B}{R}{G} if that player has 10 or less life. When you do, that player loses the game.",1,,7,,No,No,near_mint,6.74,,https://cards.scryfall.io/normal/front/d/a/dae9ee75-30b8-4e24-af8b-031c816d3221.jpg?1737999942,,,,,,,
Trading Cards,Magic: The Gathering,Fa'adiyah Seer foil,"Foil: foil
Collector number: 340
Set name: Dominaria Remastered
Set code: DMR
Rarity: common
Language: en
color_identity: G
colors: G
mana_cost: {1}{G}
type_line: Creature — Human Shaman
oracle_text: {T}: Draw a card and reveal it. If it isn't a land card, discard it.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/a/0/a095eda4-7a9c-4161-a775-4dbfac32dbab.jpg?1675202073,,,,,,,
Trading Cards,Magic: The Gathering,Fabrication Foundry normal,"Foil: normal
Collector number: 354
Set name: The Lost Caverns of Ixalan
Set code: LCI
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {1}{W}
type_line: Artifact
oracle_text: {T}: Add {W}. Spend this mana only to cast an artifact spell or activate an ability of an artifact source.
{2}{W}, {T}, Exile one or more other artifacts you control with total mana value X: Return target artifact card with mana value X or less from your graveyard to the battlefield. Activate only as a sorcery.",1,,1,,No,No,near_mint,0.35,,https://cards.scryfall.io/normal/front/5/b/5b5efc5e-1582-4bb7-9ae1-bc4c0487ee94.jpg?1699044938,,,,,,,
Trading Cards,Magic: The Gathering,Faithless Looting normal,"Foil: normal
Collector number: 1779
Set name: Secret Lair Drop
Set code: SLD
Rarity: rare
Language: en
color_identity: R
colors: R
mana_cost: {R}
type_line: Sorcery
oracle_text: Draw two cards, then discard two cards.
Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",1,,9,,No,No,near_mint,8.69,,https://cards.scryfall.io/normal/front/b/0/b069ede2-dec3-43b3-85ce-b9d60a1e96a7.jpg?1723568925,,,,,,,
Trading Cards,Magic: The Gathering,Fanatic of Rhonas normal,"Foil: normal
Collector number: 152
Set name: Modern Horizons 3
Set code: MH3
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {1}{G}
type_line: Creature — Snake Druid
oracle_text: {T}: Add {G}.
Ferocious — {T}: Add {G}{G}{G}{G}. Activate only if you control a creature with power 4 or greater.
Eternalize {2}{G}{G} ({2}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Snake Druid with no mana cost. Eternalize only as a sorcery.)",1,,10,,No,No,near_mint,9.87,,https://cards.scryfall.io/normal/front/1/f/1f9fb33a-3b39-4aff-93b8-aedafe0ea694.jpg?1717012445,,,,,,,
Trading Cards,Magic: The Gathering,Falkenrath Gorger normal,"Foil: normal
Collector number: 152
Set name: Innistrad Remastered
Set code: INR
Rarity: rare
Language: en
color_identity: R
colors: R
mana_cost: {R}
type_line: Creature — Vampire Berserker
oracle_text: Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/1/6/16c376f5-f69b-49d4-95f4-92bdd68c564c.jpg?1736468131,,,,,,,
Trading Cards,Magic: The Gathering,Fanatic of Rhonas foil,"Foil: foil
Collector number: 458
Set name: Modern Horizons 3
Set code: MH3
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {1}{G}
type_line: Creature — Snake Druid
oracle_text: {T}: Add {G}.
Ferocious — {T}: Add {G}{G}{G}{G}. Activate only if you control a creature with power 4 or greater.
Eternalize {2}{G}{G} ({2}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Snake Druid with no mana cost. Eternalize only as a sorcery.)",1,,15,,No,No,near_mint,14.99,,https://cards.scryfall.io/normal/front/f/8/f82fce56-307a-44bf-8c46-0e1328550e17.jpg?1717015338,,,,,,,
Trading Cards,Magic: The Gathering,Falkenrath Gorger foil,"Foil: foil
Collector number: 152
Set name: Innistrad Remastered
Set code: INR
Rarity: rare
Language: en
color_identity: R
colors: R
mana_cost: {R}
type_line: Creature — Vampire Berserker
oracle_text: Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/1/6/16c376f5-f69b-49d4-95f4-92bdd68c564c.jpg?1736468131,,,,,,,
Trading Cards,Magic: The Gathering,"Yavimaya, Cradle of Growth foil","Foil: foil
Collector number: 377
Set name: Tales of Middle-earth Commander
Set code: LTC
Rarity: mythic
Language: en
color_identity: 
colors: 
mana_cost: 
type_line: Legendary Land
oracle_text: Each land is a Forest in addition to its other land types.",1,,46,,No,No,near_mint,46.2,,https://cards.scryfall.io/normal/front/f/4/f442758d-4fee-43fa-a2cb-d09c326da149.jpg?1687551628,,,,,,,
Trading Cards,Magic: The Gathering,"Far Fortune, End Boss foil","Foil: foil
Collector number: 203
Set name: Aetherdrift
Set code: DFT
Rarity: rare
Language: en
color_identity: B, R
colors: B, R
mana_cost: {2}{B}{R}
type_line: Legendary Creature — Human Mercenary
oracle_text: Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Whenever you attack, Far Fortune deals 1 damage to each opponent.
Max speed — If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 1 instead.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/f/5/f523e96d-9df1-4854-accb-9876aef787e5.jpg?1738356643,,,,,,,
Trading Cards,Magic: The Gathering,Far Out normal,"Foil: normal
Collector number: 8
Set name: Unfinity
Set code: UNF
Rarity: mythic
Language: en
color_identity: W
colors: W
mana_cost: {2}{W}
type_line: Enchantment
oracle_text: Rather than choose the indicated number of modes for spells and abilities you control, you may choose one or more modes. You can't choose any mode more than once.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/8/9/89c47667-1ae3-464b-9c5f-732a08a53707.jpg?1673913086,,,,,,,
Trading Cards,Magic: The Gathering,Farsight Ritual foil,"Foil: foil
Collector number: 332
Set name: Wilds of Eldraine
Set code: WOE
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {2}{U}{U}
type_line: Instant
oracle_text: Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
Look at the top four cards of your library. If this spell was bargained, look at the top eight cards of your library instead. Put two of them into your hand and the rest on the bottom of your library in a random order.",1,,1,,No,No,near_mint,0.38,,https://cards.scryfall.io/normal/front/a/3/a3f484b9-486f-4aff-8b23-d8e555b476d3.jpg?1692940747,,,,,,,
Trading Cards,Magic: The Gathering,Fated Retribution normal,"Foil: normal
Collector number: 11
Set name: Born of the Gods
Set code: BNG
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {4}{W}{W}{W}
type_line: Instant
oracle_text: Destroy all creatures and planeswalkers. If it's your turn, scry 2.",1,,1,,No,No,near_mint,0.35,,https://cards.scryfall.io/normal/front/8/1/8158b330-2868-4147-907e-4d86e44cfaad.jpg?1593091437,,,,,,,
Trading Cards,Magic: The Gathering,Feldon's Cane normal,"Foil: normal
Collector number: 97
Set name: Chronicles
Set code: CHR
Rarity: common
Language: en
color_identity: 
colors: 
mana_cost: {1}
type_line: Artifact
oracle_text: {T}, Exile this artifact: Shuffle your graveyard into your library.",1,,1,,No,No,near_mint,0.43,,https://cards.scryfall.io/normal/front/3/8/38ae4abb-f16e-4433-ac1a-e4be57dc652b.jpg?1562906414,,,,,,,
Trading Cards,Magic: The Gathering,Fell the Profane // Fell Mire foil,"Foil: foil
Collector number: 244
Set name: Modern Horizons 3
Set code: MH3
Rarity: uncommon
Language: en
color_identity: B
colors: 
mana_cost: 
type_line: Instant // Land
oracle_text: ",1,,6,,No,No,near_mint,5.43,,https://cards.scryfall.io/normal/front/a/3/a3cb782d-c459-468d-9779-9b5669abc337.jpg?1717013242,,,,,,,
Trading Cards,Magic: The Gathering,Ferris Wheel normal,"Foil: normal
Collector number: 210
Set name: Unfinity
Set code: UNF
Rarity: rare
Language: en
color_identity: 
colors: 
mana_cost: 
type_line: Artifact — Attraction
oracle_text: Visit — Choose target creature that hasn't been phased out with this Attraction. That creature phases out until you roll a 3 or less while rolling to visit your Attractions.",1,,1,,No,No,near_mint,0.45,,https://cards.scryfall.io/normal/front/9/1/91562ab3-1153-48d9-9f8e-4c79155548f2.jpg?1673915585,,,,,,,
Trading Cards,Magic: The Gathering,Final Fortune normal,"Foil: normal
Collector number: 190
Set name: Mystery Booster 2
Set code: MB2
Rarity: rare
Language: en
color_identity: R
colors: R
mana_cost: {R}{R}
type_line: Instant
oracle_text: Take an extra turn after this one. At the beginning of that turn's end step, you lose the game.",1,,9,,No,No,near_mint,8.95,,https://cards.scryfall.io/normal/front/0/b/0be24cbb-233b-4007-b980-5aa77daaa513.jpg?1723222793,,,,,,,
