Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,type_line,mana_cost,colors,color_identity,oracle_text,legal_commander,legal_pauper
Boom Box,OTJ,Outlaws of Thunder Junction,241,normal,uncommon,1,93405,ea61d964-6d73-422e-9e08-360ac66f237a,0.06,False,False,near_mint,en,USD,Artifact,{2},,,"{6}, {T}, Sacrifice this artifact: Destroy up to one target artifact, up to one target creature, and up to one target land.",legal,not_legal
Bottomless Pool // Locker Room,DSK,Duskmourn: House of Horror,43,foil,uncommon,1,98832,606fe87c-d17b-4fa7-8e82-e7002d8229ef,0.15,False,False,near_mint,en,USD,Enchantment — Room // Enchantment — Room,{U} // {4}{U},U,U,,legal,not_legal
Bounce Chamber,UNF,Unfinity,201c,foil,uncommon,2,73158,756164bc-6d3a-4d0f-96b6-fd0ae9a5371e,0.35,False,False,near_mint,en,USD,Artifact — Attraction,,,,"Visit — Return a creature you don't control with the lowest toughness among creatures you don't control to its owner's hand. (If multiple creatures are tied, choose any one of them.)",legal,not_legal
Bouncer's Beatdown,SNC,Streets of New Capenna,135,normal,uncommon,1,67761,54772e15-d99d-4eec-ba8d-b9202a7e318b,0.03,False,False,near_mint,en,USD,Instant,{2}{G},G,G,"This spell costs {2} less to cast if it targets a black permanent.
Bouncer's Beatdown deals X damage to target creature or planeswalker, where X is the greatest power among creatures you control. If that creature or planeswalker would die this turn, exile it instead.",legal,not_legal
Boundary Lands Ranger,WOE,Wilds of Eldraine,123,normal,uncommon,1,85727,ccdcbb1d-702e-4832-8eed-7ed3deffefe3,0.04,False,False,near_mint,en,USD,Creature — Human Ranger,{1}{R},R,R,"At the beginning of combat on your turn, if you control a creature with power 4 or greater, you may discard a card. If you do, draw a card.",legal,not_legal
Bovine Intervention,OTJ,Outlaws of Thunder Junction,6,foil,uncommon,1,93095,26c36742-456f-4618-99bc-793ef20b31b0,0.24,False,False,near_mint,en,USD,Instant,{1}{W},W,W,Destroy target artifact or creature. Its controller creates a 2/2 white Ox creature token.,legal,not_legal
Brainsurge,MH3,Modern Horizons 3,53,normal,uncommon,1,94666,ed48f805-b57c-4d7f-a3c2-d16ae71bce2d,0.47,False,False,near_mint,en,USD,Instant,{2}{U},U,U,"Draw four cards, then put two cards from your hand on top of your library in any order.",legal,not_legal
Brambleguard Captain,BLB,Bloomburrow,127,normal,uncommon,1,95883,e200b8bf-f2f3-4157-8e04-02baf07a963e,0.04,False,False,near_mint,en,USD,Creature — Mouse Soldier,{3}{R},R,R,"At the beginning of combat on your turn, target creature you control gets +X/+0 until end of turn, where X is this creature's power.",legal,not_legal
Brandywine Farmer,LTR,The Lord of the Rings: Tales of Middle-earth,606,normal,common,1,86637,9a37e9f3-8543-4c56-b7e3-0676db7e2154,0.19,False,False,near_mint,en,USD,Creature — Halfling Peasant,{2}{G},G,G,"When this creature enters or leaves the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",legal,legal
Brazen Blademaster,LCI,The Lost Caverns of Ixalan,136,normal,common,1,88683,8e9e0c66-f64a-428c-be13-a52691833df1,0.01,False,False,near_mint,en,USD,Creature — Orc Pirate,{2}{R},R,R,"Whenever this creature attacks while you control two or more artifacts, it gets +2/+1 until end of turn.",legal,legal
Break Down the Door,DSK,Duskmourn: House of Horror,170,foil,uncommon,1,98791,209e9bbc-a15d-47fc-b149-6b0c57dd09ea,0.14,False,False,near_mint,en,USD,Instant,{2}{G},G,G,"Choose one —
• Exile target artifact.
• Exile target enchantment.
• Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",legal,not_legal
Breaker of Creation,MH3,Modern Horizons 3,1,normal,uncommon,1,94309,72449552-aa2c-4ae3-846f-df523c5e6078,0.24,False,False,near_mint,en,USD,Creature — Eldrazi,{6}{C}{C},,,"When you cast this spell, you gain 1 life for each colorless permanent you control.
Hexproof from each color
Annihilator 2 (Whenever this creature attacks, defending player sacrifices two permanents of their choice.)",legal,not_legal
Breathe Your Last,MH3,Modern Horizons 3,82,normal,common,5,94856,50eac71d-54f9-46c2-aa1d-c04c37e61f74,0.04,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,Destroy target creature or planeswalker. You gain 1 life for each of its colors.,legal,legal
Breathe Your Last,MH3,Modern Horizons 3,82,foil,common,3,94856,50eac71d-54f9-46c2-aa1d-c04c37e61f74,0.1,False,False,near_mint,en,USD,Instant,{1}{B}{B},B,B,Destroy target creature or planeswalker. You gain 1 life for each of its colors.,legal,legal
Bridled Bighorn,OTJ,Outlaws of Thunder Junction,7,normal,common,1,93438,fa7bf089-fa9b-4ffc-bf84-45cd51c76463,0.03,False,False,near_mint,en,USD,Creature — Sheep Mount,{3}{W},W,W,"Vigilance
Whenever this creature attacks while saddled, create a 1/1 white Sheep creature token.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",legal,legal
Bridgeworks Battle // Tanglespan Bridgeworks,MH3,Modern Horizons 3,249,normal,uncommon,2,94664,ebef3db0-2b58-4581-a79c-fbca9a059e63,0.87,False,False,near_mint,en,USD,Sorcery // Land,,,G,,legal,not_legal
Bridled Bighorn,OTJ,Outlaws of Thunder Junction,7,foil,common,1,93438,fa7bf089-fa9b-4ffc-bf84-45cd51c76463,0.08,False,False,near_mint,en,USD,Creature — Sheep Mount,{3}{W},W,W,"Vigilance
Whenever this creature attacks while saddled, create a 1/1 white Sheep creature token.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",legal,legal
"""Brims"" Barone, Midway Mobster",UNF,Unfinity,163,foil,uncommon,1,72780,68832214-2943-4253-8884-ffa490e84087,0.14,False,False,near_mint,en,USD,Legendary Creature — Human Rogue,{3}{W}{B},"B, W","B, W","When ""Brims"" Barone, Midway Mobster enters, put a +1/+1 counter on each other creature you control that has a hat.
""Brims"" Barone, Midway Mobster has menace as long as you're wearing a hat.",not_legal,not_legal
"""Brims"" Barone, Midway Mobster",UNF,Unfinity,507,foil,uncommon,1,73339,f3ffb0ab-d7bf-4136-9aa7-0a4965581a75,0.21,False,False,near_mint,en,USD,Legendary Creature — Human Rogue,{3}{W}{B},"B, W","B, W","When ""Brims"" Barone, Midway Mobster enters, put a +1/+1 counter on each other creature you control that has a hat.
""Brims"" Barone, Midway Mobster has menace as long as you're wearing a hat.",not_legal,not_legal
Brimstone Vandal,MID,Innistrad: Midnight Hunt,130,normal,common,1,63144,10addf9a-daca-4b84-a9d3-f98f7b955af9,0.04,False,False,near_mint,en,USD,Creature — Devil,{2}{R},R,R,"Menace (This creature can't be blocked except by two or more creatures.)
If it's neither day nor night, it becomes day as this creature enters.
Whenever day becomes night or night becomes day, this creature deals 1 damage to each opponent.",legal,legal
Bristlepack Sentry,OTJ,Outlaws of Thunder Junction,156,foil,common,1,93201,6aea6702-16a8-4073-9c83-fbea20a5fd32,0.04,False,False,near_mint,en,USD,Creature — Plant Wolf,{1}{G},G,G,"Defender
As long as you control a creature with power 4 or greater, this creature can attack as though it didn't have defender.",legal,legal
Bristlepack Sentry,OTJ,Outlaws of Thunder Junction,156,normal,common,2,93201,6aea6702-16a8-4073-9c83-fbea20a5fd32,0.04,False,False,near_mint,en,USD,Creature — Plant Wolf,{1}{G},G,G,"Defender
As long as you control a creature with power 4 or greater, this creature can attack as though it didn't have defender.",legal,legal
Bristling Boar,IKO,Ikoria: Lair of Behemoths,146,normal,common,1,49931,c3c3243c-e9af-4b7d-8296-f7714436e571,0.02,False,False,near_mint,en,USD,Creature — Boar,{3}{G},G,G,This creature can't be blocked by more than one creature.,legal,legal
Broodrage Mycoid,LCI,The Lost Caverns of Ixalan,95,normal,common,1,88247,08318a16-a9ed-42c8-9433-876b7a72e368,0.04,False,False,near_mint,en,USD,Creature — Fungus,{3}{B},B,B,"At the beginning of your end step, if you descended this turn, create a 1/1 black Fungus creature token with ""This token can't block."" (You descended if a permanent card was put into your graveyard from anywhere.)",legal,legal
Broodspinner,DSK,Duskmourn: House of Horror,211,normal,uncommon,1,99011,dcdd2622-ab7a-4990-b026-3667cac42894,0.14,False,False,near_mint,en,USD,Creature — Spider,{B}{G},"B, G","B, G","Reach
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
{4}{B}{G}, {T}, Sacrifice this creature: Create a number of 1/1 black and green Insect creature tokens with flying equal to the number of card types among cards in your graveyard.",legal,not_legal
Brute Force,TSR,Time Spiral Remastered,157,normal,common,1,57740,89db7256-3bd0-4c1d-9c6f-de81f7d3c1a2,0.17,False,False,near_mint,en,USD,Instant,{R},R,R,Target creature gets +3/+3 until end of turn.,legal,legal
Bucknard's Everfull Purse,AFC,Forgotten Realms Commander,57,normal,uncommon,1,60542,57073533-dcd8-4a86-9aa8-d7205d3799e1,1.12,False,False,near_mint,en,USD,Artifact,{2},,,"{1}, {T}: Roll a d4 and create a number of Treasure tokens equal to the result. The player to your right gains control of this artifact.",legal,not_legal
Bumbleflower's Sharepot,BLB,Bloomburrow,244,normal,common,1,95924,5f0affd5-5dcd-4dd1-a694-37a9aedf4084,0.03,False,False,near_mint,en,USD,Artifact,{2},,,"When this artifact enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{5}, {T}, Sacrifice this artifact: Destroy target nonland permanent. Activate only as a sorcery.",legal,legal
Burglar Rat,RVR,Ravnica Remastered,69,foil,common,1,89832,a2829e6d-7cdb-4edf-8b22-f6457ff36814,0.24,False,False,near_mint,en,USD,Creature — Rat,{1}{B},B,B,"When this creature enters, each opponent discards a card.",legal,legal
Buried Alive,MH3,Modern Horizons 3,273,normal,uncommon,3,94503,76878b19-2916-4f3f-bee5-20846bc9e2db,0.91,False,False,near_mint,en,USD,Sorcery,{2}{B},B,B,"Search your library for up to three creature cards, put them into your graveyard, then shuffle.",legal,not_legal
Buried in the Garden,OTP,Breaking News,38,normal,uncommon,2,93157,507073ca-4f97-4fcb-b570-233f096bf0fd,0.07,False,False,near_mint,en,USD,Enchantment — Aura,{2}{G}{W},"G, W","G, W","Enchant land
When this Aura enters, exile target nonland permanent you don't control until this Aura leaves the battlefield.
Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.",legal,not_legal
Buried Treasure,LCI,The Lost Caverns of Ixalan,246,normal,common,1,88479,4c9c45b6-dedd-4481-a06a-c83ace2f18fa,0.02,False,False,near_mint,en,USD,Artifact — Treasure,{2},,,"{T}, Sacrifice this artifact: Add one mana of any color.
{5}, Exile this card from your graveyard: Discover 5. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 5 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",legal,legal
Burning Sun Cavalry,LCI,The Lost Caverns of Ixalan,138,normal,common,1,88264,0c491ac0-4752-47a7-967e-456b6e4245de,0.02,False,False,near_mint,en,USD,Creature — Human Knight,{1}{R},R,R,"Whenever this creature attacks or blocks while you control a Dinosaur, this creature gets +1/+1 until end of turn.",legal,legal
Burly Breaker // Dire-Strain Demolisher,MID,Innistrad: Midnight Hunt,174,normal,uncommon,1,63203,3849ad37-f80d-4ffc-9240-25a63326b3dd,0.08,False,False,near_mint,en,USD,Creature — Human Werewolf // Creature — Werewolf,,,G,,legal,not_legal
Burrowing Razormaw,BRO,The Brothers' War,173,normal,common,1,75691,a7c8c73c-ee2e-4aa9-aa6c-42cf9d58d9cc,0.07,False,False,near_mint,en,USD,Creature — Beast,{2}{G},G,G,"When this creature dies, mill four cards. (Put the top four cards of your library into your graveyard.)",legal,legal
Bushy Bodyguard,BLB,Bloomburrow,166,foil,uncommon,1,95997,0de60cf7-fa82-4b6f-9f88-6590fba5c863,0.12,False,False,near_mint,en,USD,Creature — Squirrel Warrior,{1}{G},G,G,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, you may forage. If you do, put two +1/+1 counters on it. (To forage, exile three cards from your graveyard or sacrifice a Food.)",legal,not_legal
Burst Lightning,FDN,Foundations,192,normal,common,1,100994,aec5d380-d354-4750-931a-6c91853e2edc,0.09,False,False,near_mint,en,USD,Instant,{R},R,R,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Burst Lightning deals 2 damage to any target. If this spell was kicked, it deals 4 damage instead.",legal,legal
"Butterbur, Bree Innkeeper",LTR,The Lord of the Rings: Tales of Middle-earth,648,foil,uncommon,1,86403,27032171-abf2-4ebe-a86a-f8b64d93072c,0.18,False,False,near_mint,en,USD,Legendary Creature — Human Peasant,{2}{G}{W},"G, W","G, W","At the beginning of your end step, if you don't control a Food, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",legal,not_legal
"Butterbur, Bree Innkeeper",LTR,The Lord of the Rings: Tales of Middle-earth,648,normal,uncommon,1,86403,27032171-abf2-4ebe-a86a-f8b64d93072c,0.08,False,False,near_mint,en,USD,Legendary Creature — Human Peasant,{2}{G}{W},"G, W","G, W","At the beginning of your end step, if you don't control a Food, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",legal,not_legal
Cackling Prowler,FDN,Foundations,101,normal,common,1,101481,1bd8e971-c075-4203-8d83-c28f22d4f9b9,0.03,False,False,near_mint,en,USD,Creature — Hyena Rogue,{3}{G},G,G,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Morbid — At the beginning of your end step, if a creature died this turn, put a +1/+1 counter on this creature.",legal,legal
Cackling Slasher,DSK,Duskmourn: House of Horror,85,foil,common,1,99296,b1269ccf-febf-42b0-8c20-21ccb731a3ec,0.03,False,False,near_mint,en,USD,Creature — Human Assassin,{3}{B},B,B,"Deathtouch
This creature enters with a +1/+1 counter on it if a creature died this turn.",legal,legal
Cactarantula,OTJ,Outlaws of Thunder Junction,158,foil,common,1,93103,2e0e27f9-dc2c-4366-b810-3e8d0bdff8c3,0.09,False,False,near_mint,en,USD,Creature — Plant Spider,{4}{G}{G},G,G,"This spell costs {1} less to cast if you control a Desert.
Reach
Whenever this creature becomes the target of a spell or ability an opponent controls, you may draw a card.",legal,legal
Cactarantula,OTJ,Outlaws of Thunder Junction,158,normal,common,1,93103,2e0e27f9-dc2c-4366-b810-3e8d0bdff8c3,0.06,False,False,near_mint,en,USD,Creature — Plant Spider,{4}{G}{G},G,G,"This spell costs {1} less to cast if you control a Desert.
Reach
Whenever this creature becomes the target of a spell or ability an opponent controls, you may draw a card.",legal,legal
"Cadira, Caller of the Small",CLB,Commander Legends: Battle for Baldur's Gate,269,normal,uncommon,1,69104,75994e0b-b0c7-4b0d-8f48-4be303429bd6,0.14,False,False,near_mint,en,USD,Legendary Creature — Orc Ranger,{1}{G}{W},"G, W","G, W","Trample
Whenever Cadira deals combat damage to a player, for each token you control, create a 1/1 white Rabbit creature token.",legal,not_legal
"Cadira, Caller of the Small",CLB,Commander Legends: Battle for Baldur's Gate,417,normal,uncommon,2,68855,101af06e-24fa-40e5-9e53-77ef571b7f71,0.09,False,False,near_mint,en,USD,Legendary Creature — Orc Ranger,{1}{G}{W},"G, W","G, W","Trample
Whenever Cadira deals combat damage to a player, for each token you control, create a 1/1 white Rabbit creature token.",legal,not_legal
Call of the Death-Dweller,IKO,Ikoria: Lair of Behemoths,78,foil,uncommon,1,49999,37e34017-0aeb-4a93-9edf-596bf3597a0e,0.55,False,False,near_mint,en,USD,Sorcery,{2}{B},B,B,Return up to two target creature cards with total mana value 3 or less from your graveyard to the battlefield. Put a deathtouch counter on either of them. Then put a menace counter on either of them.,legal,not_legal
Call to the Feast,2X2,Double Masters 2022,190,normal,common,1,70514,cf31f32f-bbca-4e70-93ca-f74c20202939,0.06,False,False,near_mint,en,USD,Sorcery,{2}{W}{B},"B, W","B, W",Create three 1/1 white Vampire creature tokens with lifelink.,legal,legal
Campfire,CMM,Commander Masters,374,normal,common,1,84223,34b64d10-c012-4370-b475-755c4025a348,0.14,False,False,near_mint,en,USD,Artifact,{1},,,"{1}, {T}: You gain 2 life.
{2}, {T}, Exile this artifact: Put all commanders you own from the command zone and from your graveyard into your hand. Then shuffle your graveyard into your library.",legal,legal
Candlegrove Witch,MID,Innistrad: Midnight Hunt,287,normal,common,1,63228,482c0eab-326b-41db-9be6-f98d15bbd0af,0.03,False,False,near_mint,en,USD,Creature — Human Warlock,{1}{W},W,W,"Coven — At the beginning of combat on your turn, if you control three or more creatures with different powers, this creature gains flying until end of turn.",legal,legal
Candlekeep Sage,CLB,Commander Legends: Battle for Baldur's Gate,60,normal,common,1,69091,6f706ac3-0ad8-44ac-a99e-21c04075951d,0.03,False,False,near_mint,en,USD,Legendary Enchantment — Background,{2}{U},U,U,"Commander creatures you own have ""When this creature enters or leaves the battlefield, draw a card.""",legal,legal
Candlelight Vigil,GRN,Guilds of Ravnica,3,normal,common,1,480,e920a75f-7dec-4815-a358-e174401da83b,0.04,False,False,near_mint,en,USD,Enchantment — Aura,{3}{W},W,W,"Enchant creature
Enchanted creature gets +3/+2 and has vigilance.",legal,legal
Candlestick,MKM,Murders at Karlov Manor,43,normal,uncommon,1,90898,5aeae6fb-3834-4891-924e-3d1fb3e19e09,0.05,False,False,near_mint,en,USD,Artifact — Clue Equipment,{U},U,U,"Equipped creature gets +1/+1 and has ""Whenever this creature attacks, surveil 2."" (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
{2}, Sacrifice this Equipment: Draw a card.
Equip {2}",legal,not_legal
Canyon Crab,OTJ,Outlaws of Thunder Junction,40,foil,uncommon,1,93317,b740a8a8-e1d3-4642-a214-03731c9b5553,0.09,False,False,near_mint,en,USD,Creature — Crab,{1}{U},U,U,"{1}{U}: This creature gets +2/-2 until end of turn.
At the beginning of your end step, if you haven't cast a spell from your hand this turn, draw a card, then discard a card.",legal,not_legal
"Captain Storm, Cosmium Raider",LCI,The Lost Caverns of Ixalan,227,normal,uncommon,1,88296,14c65f5a-10bd-4f9b-b816-46c2240b11ff,0.11,False,False,near_mint,en,USD,Legendary Creature — Human Pirate,{U}{R},"R, U","R, U","Whenever an artifact you control enters, put a +1/+1 counter on target Pirate you control.",legal,not_legal
Capture Sphere,IKO,Ikoria: Lair of Behemoths,44,normal,common,1,50033,3c1d2d9d-6eee-4334-bbbe-87e026fa6fc0,0.02,False,False,near_mint,en,USD,Enchantment — Aura,{3}{U},U,U,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",legal,legal
Carapace,HML,Homelands,84b,normal,common,1,39196,6d51d61e-c010-4b4e-a337-20ba5eb845e3,0.15,False,False,near_mint,en,USD,Enchantment — Aura,{G},G,G,"Enchant creature
Enchanted creature gets +0/+2.
Sacrifice this Aura: Regenerate enchanted creature.",legal,legal
Carefree Swinemaster,CLB,Commander Legends: Battle for Baldur's Gate,219,normal,common,1,69218,ad8d2b97-72b9-4bde-ad31-fd9562512d30,0.03,False,False,near_mint,en,USD,Creature — Gnome Ranger,{2}{G},G,G,"Whenever this creature attacks, you may pay {1}{G}. If you do, create a 2/2 green Boar creature token that's tapped and attacking.",legal,legal
Carrot Cake,BLB,Bloomburrow,7,normal,common,3,95636,eb03bb4f-8b4b-417e-bfc6-294cd2186b2e,0.06,False,False,near_mint,en,USD,Artifact — Food,{1}{W},W,W,"When this artifact enters and when you sacrifice it, create a 1/1 white Rabbit creature token and scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{2}, {T}, Sacrifice this artifact: You gain 3 life.",legal,legal
Carrot Cake,BLB,Bloomburrow,7,foil,common,2,95636,eb03bb4f-8b4b-417e-bfc6-294cd2186b2e,0.15,False,False,near_mint,en,USD,Artifact — Food,{1}{W},W,W,"When this artifact enters and when you sacrifice it, create a 1/1 white Rabbit creature token and scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{2}, {T}, Sacrifice this artifact: You gain 3 life.",legal,legal
Cartel Aristocrat,RVR,Ravnica Remastered,359,normal,uncommon,1,89847,a9b57af1-c376-4392-ac4b-228614d63087,0.08,False,False,near_mint,en,USD,Creature — Human Advisor,{W}{B},"B, W","B, W",Sacrifice another creature: This creature gains protection from the color of your choice until end of turn.,legal,legal
Case File Auditor,MKM,Murders at Karlov Manor,7,normal,uncommon,1,90959,70a52038-9d1c-4be1-8dbe-6f0ee916ba94,0.03,False,False,near_mint,en,USD,Creature — Human Detective,{2}{W},W,W,"When this creature enters and whenever you solve a Case, look at the top six cards of your library. You may reveal an enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
You may spend mana as though it were mana of any color to cast Case spells.",legal,not_legal
Case of the Gorgon's Kiss,MKM,Murders at Karlov Manor,79,normal,uncommon,1,90831,45e4c07a-3205-4193-8163-b0e63e6242a4,0.06,False,False,near_mint,en,USD,Enchantment — Case,{B},B,B,"When this Case enters, destroy up to one target creature that was dealt damage this turn.
To solve — Three or more creature cards were put into graveyards from anywhere this turn. (If unsolved, solve at the beginning of your end step.)
Solved — This Case is a 4/4 Gorgon creature with deathtouch and lifelink in addition to its other types.",legal,not_legal
Case of the Pilfered Proof,MKM,Murders at Karlov Manor,9,normal,uncommon,1,90776,32927bf2-63c1-4402-99dc-3a0f2f8e0f9c,0.02,False,False,near_mint,en,USD,Enchantment — Case,{1}{W},W,W,"Whenever a Detective you control enters or is turned face up, put a +1/+1 counter on it.
To solve — You control three or more Detectives. (If unsolved, solve at the beginning of your end step.)
Solved — If one or more tokens would be created under your control, those tokens plus a Clue token are created instead. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",legal,not_legal
Case of the Shattered Pact,MKM,Murders at Karlov Manor,1,normal,uncommon,1,90745,2a70f0ae-d49b-4cc8-9f76-895039c3dc39,0.06,False,False,near_mint,en,USD,Enchantment — Case,{2},,,"When this Case enters, search your library for a basic land card, reveal it, put it into your hand, then shuffle.
To solve — There are five colors among permanents you control. (If unsolved, solve at the beginning of your end step.)
Solved — At the beginning of combat on your turn, target creature you control gains flying, double strike, and vigilance until end of turn.",legal,not_legal
Cathartic Parting,DSK,Duskmourn: House of Horror,171,foil,uncommon,1,98983,6afc250a-854d-4555-ba78-db9283fa7c22,0.06,False,False,near_mint,en,USD,Sorcery,{1}{G},G,G,The owner of target artifact or enchantment an opponent controls shuffles it into their library. You may shuffle up to four target cards from your graveyard into your library.,legal,not_legal
Cathartic Pyre,MID,Innistrad: Midnight Hunt,133,normal,uncommon,1,63394,b045c28a-39f9-4cd9-8f3a-a626b697f409,0.2,False,False,near_mint,en,USD,Instant,{1}{R},R,R,"Choose one —
• Cathartic Pyre deals 3 damage to target creature or planeswalker.
• Discard up to two cards, then draw that many cards.",legal,not_legal
Celestus Sanctifier,MID,Innistrad: Midnight Hunt,12,normal,common,1,63283,67547253-ab98-4d3a-bf95-3e109cf60a85,0.04,False,False,near_mint,en,USD,Creature — Human Cleric,{2}{W},W,W,"If it's neither day nor night, it becomes day as this creature enters.
Whenever day becomes night or night becomes day, look at the top two cards of your library. Put one of them into your graveyard.",legal,legal
Cemetery Gate,HML,Homelands,44a,normal,common,1,39247,0c6f0614-06dc-4bd2-b8b9-d951ae27db21,0.17,False,False,near_mint,en,USD,Creature — Wall,{2}{B},B,B,"Defender (This creature can't attack.)
Protection from black",legal,legal
Centaur Battlemaster,2X2,Double Masters 2022,140,normal,uncommon,1,70520,d190aac9-9ac8-4b54-9f51-d7d1561dc743,0.02,False,False,near_mint,en,USD,Creature — Centaur Warrior,{3}{G}{G},G,G,"Heroic — Whenever you cast a spell that targets this creature, put three +1/+1 counters on this creature.",legal,not_legal
Centaur Peacemaker,GRN,Guilds of Ravnica,158,normal,common,1,325,0e630e9b-7817-4255-9de1-795b2a788d80,0.03,False,False,near_mint,en,USD,Creature — Centaur Cleric,{1}{G}{W},"G, W","G, W","When this creature enters, each player gains 4 life.",legal,legal
Chancellor of Tales,WOE,Wilds of Eldraine,45,foil,uncommon,1,85841,f67bd5ef-305b-4bf7-990b-3014778b14a0,0.1,False,False,near_mint,en,USD,Creature — Faerie Advisor,{3}{U},U,U,"Flying
Whenever you cast an Adventure spell, you may copy it. You may choose new targets for the copy.",legal,not_legal
Chance-Met Elves,LTR,The Lord of the Rings: Tales of Middle-earth,608,foil,common,1,86761,d19da1d8-7e6a-431c-addc-4935c1813845,0.22,False,False,near_mint,en,USD,Creature — Elf Warrior,{2}{G},G,G,"Whenever you scry, put a +1/+1 counter on this creature. This ability triggers only once each turn.",legal,legal
Chance-Met Elves,LTR,The Lord of the Rings: Tales of Middle-earth,608,normal,common,1,86761,d19da1d8-7e6a-431c-addc-4935c1813845,0.14,False,False,near_mint,en,USD,Creature — Elf Warrior,{2}{G},G,G,"Whenever you scry, put a +1/+1 counter on this creature. This ability triggers only once each turn.",legal,legal
Amber Gristle O'Maul,CLB,Commander Legends: Battle for Baldur's Gate,159,normal,uncommon,2,68955,34806912-daf8-4e5c-804f-af0858500438,0.03,False,False,near_mint,en,USD,Legendary Creature — Dwarf Cleric,{3}{R},R,R,"Haste
Whenever Amber Gristle O'Maul attacks, you may discard your hand. If you do, draw a card for each player being attacked.
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
Accursed Marauder,MH3,Modern Horizons 3,80,normal,common,6,94858,5da14d86-0780-4821-a799-96f64b377df4,0.19,False,False,near_mint,en,USD,Creature — Zombie Warrior,{1}{B},B,B,"When this creature enters, each player sacrifices a nontoken creature of their choice.",legal,legal
Attempted Murder,UNF,Unfinity,66,foil,uncommon,2,72824,840dd63f-55c7-4bf3-b748-b157721054ad,0.92,False,False,near_mint,en,USD,Sorcery,{X}{B}{B},B,B,"Choose target creature. Roll X six-sided dice. For each even result, put two -1/-1 counters on that creature. For each odd result, create a 1/2 blue Bird creature token with flying named Storm Crow.",legal,not_legal
Eager Trufflesnout,FDN,Foundations,102,normal,uncommon,1,100940,a6e8433d-eb2a-43d1-b59b-7d70ff97c8e7,0.05,False,False,near_mint,en,USD,Creature — Boar,{2}{G},G,G,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever this creature deals combat damage to a player, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",legal,not_legal
Eastfarthing Farmer,LTR,The Lord of the Rings: Tales of Middle-earth,459,foil,common,1,86780,d664f3ac-30c9-4e69-912c-60aa01a37366,0.14,False,False,near_mint,en,USD,Creature — Halfling Peasant,{2}{W},W,W,"When this creature enters, create a Food token. When you do, target creature you control gets +1/+1 until end of turn for each Food you control. (A Food token is an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",legal,legal
Easy Prey,IKO,Ikoria: Lair of Behemoths,87,normal,uncommon,2,49990,312fb6e4-1eb1-4fbb-b7a4-125829a6e96a,0.04,False,False,near_mint,en,USD,Instant,{1}{B},B,B,"Destroy target creature with mana value 2 or less.
Cycling {2} ({2}, Discard this card: Draw a card.)",legal,not_legal
Echo of Dusk,LCI,The Lost Caverns of Ixalan,104,normal,common,1,88387,319a457c-89b7-47f6-a13c-20bb50d41138,0.03,False,False,near_mint,en,USD,Creature — Vampire Spirit,{1}{B},B,B,"Descend 4 — As long as there are four or more permanent cards in your graveyard, this creature gets +1/+1 and has lifelink.",legal,legal
